image_path,attribute,caption,caption_sentence
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P1_TN302_548_FETTA_B.bmp,Profumo,Profumo stagnante all'apertura.,Il formaggio ha un profumo stagnante all'apertura.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_B.bmp,Profumo,Profumo percepibile solo all'apertura.,Il formaggio ha un profumo percepibile solo all'apertura.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__P2_TN304_321_FETTA_B.bmp,Profumo,Profumo con nota bruciata.,Il formaggio ha un profumo con nota bruciata.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P1_TN302_345_GRANA_A.bmp,Profumo,Profumo di lettiera con note animali.,Il formaggio ha un profumo di lettiera con note animali.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P1_TN302_345_GRANA_A.bmp,Profumo,Profumo difettoso e strano.,Il formaggio ha un profumo difettoso e strano.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P1_TN302_345_GRANA_B.bmp,Profumo,Profumo di lettiera con note animali.,Il formaggio ha un profumo di lettiera con note animali.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P1_TN302_345_GRANA_B.bmp,Profumo,Profumo difettoso e strano.,Il formaggio ha un profumo difettoso e strano.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P5_TN323_815_FETTA_B.bmp,Profumo,Profumo di nostrano.,Il formaggio ha un profumo di nostrano.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P5_TN323_815_FETTA_B.bmp,Profumo,Profumo di confetteria.,Il formaggio ha un profumo di confetteria.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P5_TN323_815_FETTA_A.bmp,Profumo,Profumo di nostrano.,Il formaggio ha un profumo di nostrano.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P5_TN323_815_FETTA_A.bmp,Profumo,Profumo di confetteria.,Il formaggio ha un profumo di confetteria.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P5_TN323_815_GRANA_B.bmp,Profumo,Profumo di nostrano.,Il formaggio ha un profumo di nostrano.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P5_TN323_815_GRANA_B.bmp,Profumo,Profumo di confetteria.,Il formaggio ha un profumo di confetteria.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P5_TN323_815_GRANA_A.bmp,Profumo,Profumo di nostrano.,Il formaggio ha un profumo di nostrano.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P5_TN323_815_GRANA_A.bmp,Profumo,Profumo di confetteria.,Il formaggio ha un profumo di confetteria.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P1_TN302_345_FETTA_A.bmp,Profumo,Profumo di lettiera con note animali.,Il formaggio ha un profumo di lettiera con note animali.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P1_TN302_345_FETTA_A.bmp,Profumo,Profumo difettoso e strano.,Il formaggio ha un profumo difettoso e strano.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P1_TN302_345_FETTA_B.bmp,Profumo,Profumo di lettiera con note animali.,Il formaggio ha un profumo di lettiera con note animali.
data/images_flat/2020-2021_Trentingrana__V bimestre__24° Seduta_03_02_2021__P1_TN302_345_FETTA_B.bmp,Profumo,Profumo difettoso e strano.,Il formaggio ha un profumo difettoso e strano.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__Variazione_colore_grana_24_02__P2-TN304_321_GRANA _B_2.bmp,Profumo,Profumo percepibile solo all'apertura.,Il formaggio ha un profumo percepibile solo all'apertura.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__Variazione_colore_grana_24_02__P2-TN304_321_GRANA _B_2.bmp,Profumo,Profumo con nota bruciata.,Il formaggio ha un profumo con nota bruciata.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__Variazione_colore_grana_24_02__P2-TN304_321_GRANA _B_1.bmp,Profumo,Profumo percepibile solo all'apertura.,Il formaggio ha un profumo percepibile solo all'apertura.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__Variazione_colore_grana_24_02__P2-TN304_321_GRANA _B_1.bmp,Profumo,Profumo con nota bruciata.,Il formaggio ha un profumo con nota bruciata.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__Variazione_colore_grana_24_02__P2-TN304_321_GRANA _A_2.bmp,Profumo,Profumo percepibile solo all'apertura.,Il formaggio ha un profumo percepibile solo all'apertura.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__Variazione_colore_grana_24_02__P2-TN304_321_GRANA _A_2.bmp,Profumo,Profumo con nota bruciata.,Il formaggio ha un profumo con nota bruciata.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__Variazione_colore_grana_24_02__P2-TN304_321_GRANA _A_1.bmp,Profumo,Profumo percepibile solo all'apertura.,Il formaggio ha un profumo percepibile solo all'apertura.
data/images_flat/2020-2021_Trentingrana__V bimestre__23° Seduta_24-02-2021__Variazione_colore_grana_24_02__P2-TN304_321_GRANA _A_1.bmp,Profumo,Profumo con nota bruciata.,Il formaggio ha un profumo con nota bruciata.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Grana.bmp,Profumo,Profumo di intensità moderata.,Il formaggio ha un profumo di intensità moderata.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Grana.bmp,Profumo,Profumo con nota leggera di stalla.,Il formaggio ha un profumo con nota leggera di stalla.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4a_TN316_Fetta.bmp,Profumo,Profumo di intensità moderata.,Il formaggio ha un profumo di intensità moderata.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4a_TN316_Fetta.bmp,Profumo,Profumo con nota leggera di stalla.,Il formaggio ha un profumo con nota leggera di stalla.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P6a_TN326_Fetta.bmp,Profumo,Profumo di crauti.,Il formaggio ha un profumo di crauti.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P5b_TN323_Grana.bmp,Profumo,Profumo intenso.,Il formaggio ha un profumo intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P5b_TN323_Grana.bmp,Profumo,Profumo con sentore di legno.,Il formaggio ha un profumo con sentore di legno.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P2b_TN305_Fetta.bmp,Profumo,Profumo di moderata intensità.,Il formaggio ha un profumo di moderata intensità.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P2b_TN305_Fetta.bmp,Profumo,Profumo molto debole.,Il formaggio ha un profumo molto debole.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P1b_TN304_Grana.bmp,Profumo,Profumo pungente da fermentato.,Il formaggio ha un profumo pungente da fermentato.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P1b_TN304_Grana.bmp,Profumo,Profumo aggressivo.,Il formaggio ha un profumo aggressivo.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P2a_TN305_Grana.bmp,Profumo,Profumo di moderata intensità.,Il formaggio ha un profumo di moderata intensità.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P2a_TN305_Grana.bmp,Profumo,Profumo molto debole.,Il formaggio ha un profumo molto debole.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P1a_TN304_Fetta.bmp,Profumo,Profumo pungente da fermentato.,Il formaggio ha un profumo pungente da fermentato.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P1a_TN304_Fetta.bmp,Profumo,Profumo aggressivo.,Il formaggio ha un profumo aggressivo.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P5a_TN323_Fetta.bmp,Profumo,Profumo intenso.,Il formaggio ha un profumo intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P5a_TN323_Fetta.bmp,Profumo,Profumo con sentore di legno.,Il formaggio ha un profumo con sentore di legno.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P6b_TN326_Grana.bmp,Profumo,Profumo di crauti.,Il formaggio ha un profumo di crauti.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Fetta.bmp,Profumo,Profumo di intensità moderata.,Il formaggio ha un profumo di intensità moderata.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4b_TN316_Fetta.bmp,Profumo,Profumo con nota leggera di stalla.,Il formaggio ha un profumo con nota leggera di stalla.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4a_TN316_Grana.bmp,Profumo,Profumo di intensità moderata.,Il formaggio ha un profumo di intensità moderata.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P4a_TN316_Grana.bmp,Profumo,Profumo con nota leggera di stalla.,Il formaggio ha un profumo con nota leggera di stalla.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P1b_TN304_Fetta.bmp,Profumo,Profumo pungente da fermentato.,Il formaggio ha un profumo pungente da fermentato.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P1b_TN304_Fetta.bmp,Profumo,Profumo aggressivo.,Il formaggio ha un profumo aggressivo.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P2b_TN305_Grana.bmp,Profumo,Profumo di moderata intensità.,Il formaggio ha un profumo di moderata intensità.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P2b_TN305_Grana.bmp,Profumo,Profumo molto debole.,Il formaggio ha un profumo molto debole.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P5b_TN323_Fetta.bmp,Profumo,Profumo intenso.,Il formaggio ha un profumo intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P5b_TN323_Fetta.bmp,Profumo,Profumo con sentore di legno.,Il formaggio ha un profumo con sentore di legno.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P6a_TN326_Grana.bmp,Profumo,Profumo di crauti.,Il formaggio ha un profumo di crauti.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P6b_TN326_Fetta.bmp,Profumo,Profumo di crauti.,Il formaggio ha un profumo di crauti.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P5a_TN323_Grana.bmp,Profumo,Profumo intenso.,Il formaggio ha un profumo intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P5a_TN323_Grana.bmp,Profumo,Profumo con sentore di legno.,Il formaggio ha un profumo con sentore di legno.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P1a_TN304_Grana.bmp,Profumo,Profumo pungente da fermentato.,Il formaggio ha un profumo pungente da fermentato.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P1a_TN304_Grana.bmp,Profumo,Profumo aggressivo.,Il formaggio ha un profumo aggressivo.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P2a_TN305_Fetta.bmp,Profumo,Profumo di moderata intensità.,Il formaggio ha un profumo di moderata intensità.
data/images_flat/2020-2021_Trentingrana__I bimestre__16-09-2020_3° Seduta__P2a_TN305_Fetta.bmp,Profumo,Profumo molto debole.,Il formaggio ha un profumo molto debole.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P5a_TN313_Grana.bmp,Profumo,Profumo poco complesso e poco intenso.,Il formaggio ha un profumo poco complesso e poco intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P5a_TN313_Grana.bmp,Profumo,Profumo aggressivo.,Il formaggio ha un profumo aggressivo.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P4a_TN306_Grana.bmp,Profumo,Profumo molto vegetale.,Il formaggio ha un profumo molto vegetale.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P4a_TN306_Grana.bmp,Profumo,Profumo poco intenso e poco complesso.,Il formaggio ha un profumo poco intenso e poco complesso.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P6b_TN314_Grana.bmp,Profumo,Profumo abbastanza complesso con intensità limitata.,Il formaggio ha un profumo abbastanza complesso con intensità limitata.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P6a_TN314_Fetta.bmp,Profumo,Profumo abbastanza complesso con intensità limitata.,Il formaggio ha un profumo abbastanza complesso con intensità limitata.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P5b_TN313_Fetta.bmp,Profumo,Profumo poco complesso e poco intenso.,Il formaggio ha un profumo poco complesso e poco intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P5b_TN313_Fetta.bmp,Profumo,Profumo aggressivo.,Il formaggio ha un profumo aggressivo.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P4b_TN306_Fetta.bmp,Profumo,Profumo molto vegetale.,Il formaggio ha un profumo molto vegetale.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P4b_TN306_Fetta.bmp,Profumo,Profumo poco intenso e poco complesso.,Il formaggio ha un profumo poco intenso e poco complesso.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P1a_TN319_Grana.bmp,Profumo,"Profumo fresco all'apertura, più stagionato spezzando i pezzi.","Il formaggio ha un profumo fresco all'apertura, più stagionato spezzando i pezzi."
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P1a_TN319_Grana.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P2b_TN305_Fetta.bmp,Profumo,Profumo intenso di latte cotto e nota nostrana leggera.,Il formaggio ha un profumo intenso di latte cotto e nota nostrana leggera.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P2a_TN305_Grana.bmp,Profumo,Profumo intenso di latte cotto e nota nostrana leggera.,Il formaggio ha un profumo intenso di latte cotto e nota nostrana leggera.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P1b_TN319_Fetta.bmp,Profumo,"Profumo fresco all'apertura, più stagionato spezzando i pezzi.","Il formaggio ha un profumo fresco all'apertura, più stagionato spezzando i pezzi."
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P1b_TN319_Fetta.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P6b_TN314_Fetta.bmp,Profumo,Profumo abbastanza complesso con intensità limitata.,Il formaggio ha un profumo abbastanza complesso con intensità limitata.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P4a_TN306_Fetta.bmp,Profumo,Profumo molto vegetale.,Il formaggio ha un profumo molto vegetale.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P4a_TN306_Fetta.bmp,Profumo,Profumo poco intenso e poco complesso.,Il formaggio ha un profumo poco intenso e poco complesso.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P5a_TN313_Fetta.bmp,Profumo,Profumo poco complesso e poco intenso.,Il formaggio ha un profumo poco complesso e poco intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P5a_TN313_Fetta.bmp,Profumo,Profumo aggressivo.,Il formaggio ha un profumo aggressivo.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P4b_TN306_Grana.bmp,Profumo,Profumo molto vegetale.,Il formaggio ha un profumo molto vegetale.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P4b_TN306_Grana.bmp,Profumo,Profumo poco intenso e poco complesso.,Il formaggio ha un profumo poco intenso e poco complesso.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P5b_TN313_Grana.bmp,Profumo,Profumo poco complesso e poco intenso.,Il formaggio ha un profumo poco complesso e poco intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P5b_TN313_Grana.bmp,Profumo,Profumo aggressivo.,Il formaggio ha un profumo aggressivo.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P6a_TN314_Grana.bmp,Profumo,Profumo abbastanza complesso con intensità limitata.,Il formaggio ha un profumo abbastanza complesso con intensità limitata.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P2b_TN305_Grana.bmp,Profumo,Profumo intenso di latte cotto e nota nostrana leggera.,Il formaggio ha un profumo intenso di latte cotto e nota nostrana leggera.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P1a_TN319_Fetta.bmp,Profumo,"Profumo fresco all'apertura, più stagionato spezzando i pezzi.","Il formaggio ha un profumo fresco all'apertura, più stagionato spezzando i pezzi."
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P1a_TN319_Fetta.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P1b_TN319_Grana.bmp,Profumo,"Profumo fresco all'apertura, più stagionato spezzando i pezzi.","Il formaggio ha un profumo fresco all'apertura, più stagionato spezzando i pezzi."
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P1b_TN319_Grana.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__09-09-2020_2° Seduta__P2a_TN305_Fetta.bmp,Profumo,Profumo intenso di latte cotto e nota nostrana leggera.,Il formaggio ha un profumo intenso di latte cotto e nota nostrana leggera.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P3b_TN306_Grana.bmp,Profumo,Profumo con note quasi di puzzone all'apertura.,Il formaggio ha un profumo con note quasi di puzzone all'apertura.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P5b_TN319_Fetta.bmp,Profumo,Profumo di amido.,Il formaggio ha un profumo di amido.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P5b_TN319_Fetta.bmp,Profumo,Profumo carente di note lattiche.,Il formaggio ha un profumo carente di note lattiche.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P6a_TN330_Grana.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4a_TN311_Fetta.bmp,Profumo,Profumo di grasso di prosciutto crudo.,Il formaggio ha un profumo di grasso di prosciutto crudo.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4a_TN311_Fetta.bmp,Profumo,Profumo con lieve nota bruciata.,Il formaggio ha un profumo con lieve nota bruciata.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4a_TN311_Fetta.bmp,Profumo,Profumo poco complesso.,Il formaggio ha un profumo poco complesso.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4a_TN311_Fetta.bmp,Profumo,Profumo di crema e caramello.,Il formaggio ha un profumo di crema e caramello.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P6b_TN330_Fetta.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4b_TN311_Grana.bmp,Profumo,Profumo di grasso di prosciutto crudo.,Il formaggio ha un profumo di grasso di prosciutto crudo.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4b_TN311_Grana.bmp,Profumo,Profumo con lieve nota bruciata.,Il formaggio ha un profumo con lieve nota bruciata.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4b_TN311_Grana.bmp,Profumo,Profumo poco complesso.,Il formaggio ha un profumo poco complesso.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4b_TN311_Grana.bmp,Profumo,Profumo di crema e caramello.,Il formaggio ha un profumo di crema e caramello.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P3a_TN306_Fetta.bmp,Profumo,Profumo con note quasi di puzzone all'apertura.,Il formaggio ha un profumo con note quasi di puzzone all'apertura.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P5a_TN319_Grana.bmp,Profumo,Profumo di amido.,Il formaggio ha un profumo di amido.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P5a_TN319_Grana.bmp,Profumo,Profumo carente di note lattiche.,Il formaggio ha un profumo carente di note lattiche.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4a_TN311_Grana.bmp,Profumo,Profumo di grasso di prosciutto crudo.,Il formaggio ha un profumo di grasso di prosciutto crudo.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4a_TN311_Grana.bmp,Profumo,Profumo con lieve nota bruciata.,Il formaggio ha un profumo con lieve nota bruciata.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4a_TN311_Grana.bmp,Profumo,Profumo poco complesso.,Il formaggio ha un profumo poco complesso.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4a_TN311_Grana.bmp,Profumo,Profumo di crema e caramello.,Il formaggio ha un profumo di crema e caramello.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P6a_TN330_Fetta.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P5b_TN319_Grana.bmp,Profumo,Profumo di amido.,Il formaggio ha un profumo di amido.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P5b_TN319_Grana.bmp,Profumo,Profumo carente di note lattiche.,Il formaggio ha un profumo carente di note lattiche.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P3b_TN306_Fetta.bmp,Profumo,Profumo con note quasi di puzzone all'apertura.,Il formaggio ha un profumo con note quasi di puzzone all'apertura.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P5a_TN319_Fetta.bmp,Profumo,Profumo di amido.,Il formaggio ha un profumo di amido.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P5a_TN319_Fetta.bmp,Profumo,Profumo carente di note lattiche.,Il formaggio ha un profumo carente di note lattiche.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P3a_TN306_Grana.bmp,Profumo,Profumo con note quasi di puzzone all'apertura.,Il formaggio ha un profumo con note quasi di puzzone all'apertura.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4b_TN311_Fetta.bmp,Profumo,Profumo di grasso di prosciutto crudo.,Il formaggio ha un profumo di grasso di prosciutto crudo.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4b_TN311_Fetta.bmp,Profumo,Profumo con lieve nota bruciata.,Il formaggio ha un profumo con lieve nota bruciata.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4b_TN311_Fetta.bmp,Profumo,Profumo poco complesso.,Il formaggio ha un profumo poco complesso.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P4b_TN311_Fetta.bmp,Profumo,Profumo di crema e caramello.,Il formaggio ha un profumo di crema e caramello.
data/images_flat/2020-2021_Trentingrana__I bimestre__30-09-2020_5°Seduta__P6b_TN330_Grana.bmp,Profumo,Profumo poco intenso.,Il formaggio ha un profumo poco intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P2a_TN302_Grana.bmp,Profumo,Profumo intenso.,Il formaggio ha un profumo intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P2a_TN302_Grana.bmp,Profumo,Profumo di pecorino.,Il formaggio ha un profumo di pecorino.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P4b_TN323_Grana.bmp,Profumo,Profumo intenso di panna e latte.,Il formaggio ha un profumo intenso di panna e latte.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P3b_TN307_Grana.bmp,Profumo,Profumo di intensità moderata.,Il formaggio ha un profumo di intensità moderata.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P3b_TN307_Grana.bmp,Profumo,Profumo di alcol.,Il formaggio ha un profumo di alcol.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P3b_TN307_Grana.bmp,Profumo,Profumo con leggerissima nota tormentata.,Il formaggio ha un profumo con leggerissima nota tormentata.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P3a_TN307_Fetta.bmp,Profumo,Profumo di intensità moderata.,Il formaggio ha un profumo di intensità moderata.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P3a_TN307_Fetta.bmp,Profumo,Profumo di alcol.,Il formaggio ha un profumo di alcol.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P3a_TN307_Fetta.bmp,Profumo,Profumo con leggerissima nota tormentata.,Il formaggio ha un profumo con leggerissima nota tormentata.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P4a_TN323_Fetta.bmp,Profumo,Profumo intenso di panna e latte.,Il formaggio ha un profumo intenso di panna e latte.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P2b_TN302_Fetta.bmp,Profumo,Profumo intenso.,Il formaggio ha un profumo intenso.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P2b_TN302_Fetta.bmp,Profumo,Profumo di pecorino.,Il formaggio ha un profumo di pecorino.
data/images_flat/2020-2021_Trentingrana__I bimestre__23-09-2020_4° Seduta__P1a_TN302_Fetta.bmp,Profumo,Profumo intenso.,Il formaggio ha un profumo intenso.
