image_path,attribute,caption,caption_sentence
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_grana.bmp,Aroma,Aroma di brodo e provolone.,Il formaggio ha un aroma di brodo e provolone.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Aroma,Aroma non tipico del grana.,Il formaggio ha un aroma non tipico del grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Aroma,Aroma di burro e panna con coda ossidato.,Il formaggio ha un aroma di burro e panna con coda ossidato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Aroma,Aroma di panna.,Il formaggio ha un aroma di panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Aroma,Aroma leggermente di pasta bruciata.,Il formaggio ha un aroma leggermente di pasta bruciata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Aroma,Aroma di burro cotto.,Il formaggio ha un aroma di burro cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Aroma,Aroma cotto e leggero tostato con nota di mandorla.,Il formaggio ha un aroma cotto e leggero tostato con nota di mandorla.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Aroma,"Aroma di latte cotto e panna cotta, intensità medio-alta.","Il formaggio ha un aroma di latte cotto e panna cotta, intensità medio-alta."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Aroma,"Aroma metallico, non piacevole.","Il formaggio ha un aroma metallico, non piacevole."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Aroma,Aroma non tipico del grana.,Il formaggio ha un aroma non tipico del grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Aroma,Aroma di burro e panna con coda ossidato.,Il formaggio ha un aroma di burro e panna con coda ossidato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Aroma,Aroma di panna.,Il formaggio ha un aroma di panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Aroma,Aroma leggermente di pasta bruciata.,Il formaggio ha un aroma leggermente di pasta bruciata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Aroma,Aroma di burro cotto.,Il formaggio ha un aroma di burro cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Aroma,Aroma cotto e leggero tostato con nota di mandorla.,Il formaggio ha un aroma cotto e leggero tostato con nota di mandorla.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Aroma,"Aroma di latte cotto e panna cotta, intensità medio-alta.","Il formaggio ha un aroma di latte cotto e panna cotta, intensità medio-alta."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Aroma,"Aroma metallico, non piacevole.","Il formaggio ha un aroma metallico, non piacevole."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Aroma,Aroma poco erbaceo.,Il formaggio ha un aroma poco erbaceo.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Aroma,Aroma molto ossidato e cotto.,Il formaggio ha un aroma molto ossidato e cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Aroma,Aroma poco intenso e cotto.,Il formaggio ha un aroma poco intenso e cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Aroma,Aroma di latte cotto.,Il formaggio ha un aroma di latte cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Aroma,Aroma di crosta di formaggio.,Il formaggio ha un aroma di crosta di formaggio.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Aroma,Aroma animale di intensità medio-alta.,Il formaggio ha un aroma animale di intensità medio-alta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Aroma,Aroma di brodo e provolone.,Il formaggio ha un aroma di brodo e provolone.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Aroma,Aroma stantio e ossidato.,Il formaggio ha un aroma stantio e ossidato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Aroma,Aroma cotto leggerissimo con nota positiva di crosta.,Il formaggio ha un aroma cotto leggerissimo con nota positiva di crosta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Aroma,Aroma di panna.,Il formaggio ha un aroma di panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Aroma,Aroma con componente acida prevalente.,Il formaggio ha un aroma con componente acida prevalente.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Aroma,Aroma di latte e burro crudi.,Il formaggio ha un aroma di latte e burro crudi.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Aroma,Aroma di lattico cotto e brodo.,Il formaggio ha un aroma di lattico cotto e brodo.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Aroma,Aroma di crosta con intensità alta.,Il formaggio ha un aroma di crosta con intensità alta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Aroma,Aroma di lattici cotti con note erbacee.,Il formaggio ha un aroma di lattici cotti con note erbacee.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Aroma,Aroma poco piacevole e metallico.,Il formaggio ha un aroma poco piacevole e metallico.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Aroma,Aroma di formaggio invecchiato.,Il formaggio ha un aroma di formaggio invecchiato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Aroma,Aroma leggermente metallico.,Il formaggio ha un aroma leggermente metallico.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Aroma,Aroma di cotto e crosta.,Il formaggio ha un aroma di cotto e crosta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Aroma,Aroma cotto.,Il formaggio ha un aroma cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Aroma,Aroma di formaggio bruciato e pane tostato.,Il formaggio ha un aroma di formaggio bruciato e pane tostato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Aroma,Aroma fermentato con note di crosta di formaggio.,Il formaggio ha un aroma fermentato con note di crosta di formaggio.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Aroma,Aroma lattico cotto e tostato.,Il formaggio ha un aroma lattico cotto e tostato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Aroma,Aroma speziato intenso.,Il formaggio ha un aroma speziato intenso.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Aroma,Aroma di discreta intensità.,Il formaggio ha un aroma di discreta intensità.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Aroma,Aroma di frutta secca e grana.,Il formaggio ha un aroma di frutta secca e grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_grana.bmp,Aroma,Aroma di cotto e crosta leggermente percettibile.,Il formaggio ha un aroma di cotto e crosta leggermente percettibile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_grana.bmp,Aroma,Aroma di panna con sentore nostrano e poco tipico del grana.,Il formaggio ha un aroma di panna con sentore nostrano e poco tipico del grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_grana.bmp,Aroma,Aroma di crosta di formaggio.,Il formaggio ha un aroma di crosta di formaggio.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_grana.bmp,Aroma,Aroma di pesce.,Il formaggio ha un aroma di pesce.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_grana.bmp,Aroma,Aroma principalmente di burro e lattico cotto.,Il formaggio ha un aroma principalmente di burro e lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_grana.bmp,Aroma,Aroma di panna cotta e burro fuso con intensità medio-alta.,Il formaggio ha un aroma di panna cotta e burro fuso con intensità medio-alta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_grana.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_grana.bmp,Aroma,Aroma di burro e grana.,Il formaggio ha un aroma di burro e grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_grana.bmp,Aroma,Aroma leggero sentore di cotto e piacevole.,Il formaggio ha un aroma leggero sentore di cotto e piacevole.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_grana.bmp,Aroma,Aroma non da grana stagionato.,Il formaggio ha un aroma non da grana stagionato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_grana.bmp,Aroma,Aroma di formaggio cotto e crosta.,Il formaggio ha un aroma di formaggio cotto e crosta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_grana.bmp,Aroma,Aroma di panna.,Il formaggio ha un aroma di panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_grana.bmp,Aroma,Aroma di crosta e pasta bruciata.,Il formaggio ha un aroma di crosta e pasta bruciata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_grana.bmp,Aroma,Aroma di verdura cotta e latte cotto.,Il formaggio ha un aroma di verdura cotta e latte cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_grana.bmp,Aroma,Aroma di fieno cotto e fruttato.,Il formaggio ha un aroma di fieno cotto e fruttato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_grana.bmp,Aroma,Aroma con note lattiche prevalenti.,Il formaggio ha un aroma con note lattiche prevalenti.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_grana.bmp,Aroma,Aroma medio di burro e frutta.,Il formaggio ha un aroma medio di burro e frutta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2a_305_grana.bmp,Aroma,Aroma leggero sentore di cotto e piacevole.,Il formaggio ha un aroma leggero sentore di cotto e piacevole.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2a_305_grana.bmp,Aroma,Aroma non da grana stagionato.,Il formaggio ha un aroma non da grana stagionato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2a_305_grana.bmp,Aroma,Aroma di formaggio cotto e crosta.,Il formaggio ha un aroma di formaggio cotto e crosta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2a_305_grana.bmp,Aroma,Aroma di panna.,Il formaggio ha un aroma di panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2a_305_grana.bmp,Aroma,Aroma di crosta e pasta bruciata.,Il formaggio ha un aroma di crosta e pasta bruciata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2a_305_grana.bmp,Aroma,Aroma di verdura cotta e latte cotto.,Il formaggio ha un aroma di verdura cotta e latte cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2a_305_grana.bmp,Aroma,Aroma di fieno cotto e fruttato.,Il formaggio ha un aroma di fieno cotto e fruttato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2a_305_grana.bmp,Aroma,Aroma con note lattiche prevalenti.,Il formaggio ha un aroma con note lattiche prevalenti.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2a_305_grana.bmp,Aroma,Aroma medio di burro e frutta.,Il formaggio ha un aroma medio di burro e frutta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1b_302_grana.bmp,Aroma,Aroma di cotto e crosta leggermente percettibile.,Il formaggio ha un aroma di cotto e crosta leggermente percettibile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1b_302_grana.bmp,Aroma,Aroma di panna con sentore nostrano e poco tipico del grana.,Il formaggio ha un aroma di panna con sentore nostrano e poco tipico del grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1b_302_grana.bmp,Aroma,Aroma di crosta di formaggio.,Il formaggio ha un aroma di crosta di formaggio.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1b_302_grana.bmp,Aroma,Aroma di pesce.,Il formaggio ha un aroma di pesce.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1b_302_grana.bmp,Aroma,Aroma principalmente di burro e lattico cotto.,Il formaggio ha un aroma principalmente di burro e lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1b_302_grana.bmp,Aroma,Aroma di panna cotta e burro fuso con intensità medio-alta.,Il formaggio ha un aroma di panna cotta e burro fuso con intensità medio-alta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1b_302_grana.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1b_302_grana.bmp,Aroma,Aroma di burro e grana.,Il formaggio ha un aroma di burro e grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_grana.bmp,Aroma,Aroma non tipico del grana.,Il formaggio ha un aroma non tipico del grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_grana.bmp,Aroma,Aroma di burro e panna con coda ossidato.,Il formaggio ha un aroma di burro e panna con coda ossidato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_grana.bmp,Aroma,Aroma di panna.,Il formaggio ha un aroma di panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_grana.bmp,Aroma,Aroma leggermente di pasta bruciata.,Il formaggio ha un aroma leggermente di pasta bruciata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_grana.bmp,Aroma,Aroma di burro cotto.,Il formaggio ha un aroma di burro cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_grana.bmp,Aroma,Aroma cotto e leggero tostato con nota di mandorla.,Il formaggio ha un aroma cotto e leggero tostato con nota di mandorla.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_grana.bmp,Aroma,"Aroma di latte cotto e panna cotta, intensità medio-alta.","Il formaggio ha un aroma di latte cotto e panna cotta, intensità medio-alta."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_grana.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_grana.bmp,Aroma,"Aroma metallico, non piacevole.","Il formaggio ha un aroma metallico, non piacevole."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_fetta.bmp,Aroma,Aroma poco erbaceo.,Il formaggio ha un aroma poco erbaceo.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_fetta.bmp,Aroma,Aroma molto ossidato e cotto.,Il formaggio ha un aroma molto ossidato e cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_fetta.bmp,Aroma,Aroma poco intenso e cotto.,Il formaggio ha un aroma poco intenso e cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_fetta.bmp,Aroma,Aroma di latte cotto.,Il formaggio ha un aroma di latte cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_fetta.bmp,Aroma,Aroma di crosta di formaggio.,Il formaggio ha un aroma di crosta di formaggio.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_fetta.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_fetta.bmp,Aroma,Aroma animale di intensità medio-alta.,Il formaggio ha un aroma animale di intensità medio-alta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_fetta.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_fetta.bmp,Aroma,Aroma di brodo e provolone.,Il formaggio ha un aroma di brodo e provolone.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_grana.bmp,Aroma,Aroma di formaggio invecchiato.,Il formaggio ha un aroma di formaggio invecchiato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_grana.bmp,Aroma,Aroma leggermente metallico.,Il formaggio ha un aroma leggermente metallico.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_grana.bmp,Aroma,Aroma di cotto e crosta.,Il formaggio ha un aroma di cotto e crosta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_grana.bmp,Aroma,Aroma cotto.,Il formaggio ha un aroma cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_grana.bmp,Aroma,Aroma di formaggio bruciato e pane tostato.,Il formaggio ha un aroma di formaggio bruciato e pane tostato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_grana.bmp,Aroma,Aroma fermentato con note di crosta di formaggio.,Il formaggio ha un aroma fermentato con note di crosta di formaggio.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_grana.bmp,Aroma,Aroma lattico cotto e tostato.,Il formaggio ha un aroma lattico cotto e tostato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_grana.bmp,Aroma,Aroma speziato intenso.,Il formaggio ha un aroma speziato intenso.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_grana.bmp,Aroma,Aroma di discreta intensità.,Il formaggio ha un aroma di discreta intensità.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_grana.bmp,Aroma,Aroma di frutta secca e grana.,Il formaggio ha un aroma di frutta secca e grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_grana.bmp,Aroma,Aroma stantio e ossidato.,Il formaggio ha un aroma stantio e ossidato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_grana.bmp,Aroma,Aroma cotto leggerissimo con nota positiva di crosta.,Il formaggio ha un aroma cotto leggerissimo con nota positiva di crosta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_grana.bmp,Aroma,Aroma di panna.,Il formaggio ha un aroma di panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_grana.bmp,Aroma,Aroma con componente acida prevalente.,Il formaggio ha un aroma con componente acida prevalente.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_grana.bmp,Aroma,Aroma di latte e burro crudi.,Il formaggio ha un aroma di latte e burro crudi.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_grana.bmp,Aroma,Aroma di lattico cotto e brodo.,Il formaggio ha un aroma di lattico cotto e brodo.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_grana.bmp,Aroma,Aroma di crosta con intensità alta.,Il formaggio ha un aroma di crosta con intensità alta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_grana.bmp,Aroma,Aroma di lattici cotti con note erbacee.,Il formaggio ha un aroma di lattici cotti con note erbacee.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_grana.bmp,Aroma,Aroma poco piacevole e metallico.,Il formaggio ha un aroma poco piacevole e metallico.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_grana.bmp,Aroma,Aroma di formaggio invecchiato.,Il formaggio ha un aroma di formaggio invecchiato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_grana.bmp,Aroma,Aroma leggermente metallico.,Il formaggio ha un aroma leggermente metallico.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_grana.bmp,Aroma,Aroma di cotto e crosta.,Il formaggio ha un aroma di cotto e crosta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_grana.bmp,Aroma,Aroma cotto.,Il formaggio ha un aroma cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_grana.bmp,Aroma,Aroma di formaggio bruciato e pane tostato.,Il formaggio ha un aroma di formaggio bruciato e pane tostato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_grana.bmp,Aroma,Aroma fermentato con note di crosta di formaggio.,Il formaggio ha un aroma fermentato con note di crosta di formaggio.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_grana.bmp,Aroma,Aroma lattico cotto e tostato.,Il formaggio ha un aroma lattico cotto e tostato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_grana.bmp,Aroma,Aroma speziato intenso.,Il formaggio ha un aroma speziato intenso.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_grana.bmp,Aroma,Aroma di discreta intensità.,Il formaggio ha un aroma di discreta intensità.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_grana.bmp,Aroma,Aroma di frutta secca e grana.,Il formaggio ha un aroma di frutta secca e grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_grana.bmp,Aroma,Aroma stantio e ossidato.,Il formaggio ha un aroma stantio e ossidato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_grana.bmp,Aroma,Aroma cotto leggerissimo con nota positiva di crosta.,Il formaggio ha un aroma cotto leggerissimo con nota positiva di crosta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_grana.bmp,Aroma,Aroma di panna.,Il formaggio ha un aroma di panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_grana.bmp,Aroma,Aroma con componente acida prevalente.,Il formaggio ha un aroma con componente acida prevalente.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_grana.bmp,Aroma,Aroma di latte e burro crudi.,Il formaggio ha un aroma di latte e burro crudi.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_grana.bmp,Aroma,Aroma di lattico cotto e brodo.,Il formaggio ha un aroma di lattico cotto e brodo.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_grana.bmp,Aroma,Aroma di crosta con intensità alta.,Il formaggio ha un aroma di crosta con intensità alta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_grana.bmp,Aroma,Aroma di lattici cotti con note erbacee.,Il formaggio ha un aroma di lattici cotti con note erbacee.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_grana.bmp,Aroma,Aroma poco piacevole e metallico.,Il formaggio ha un aroma poco piacevole e metallico.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_fetta.bmp,Aroma,Aroma poco erbaceo.,Il formaggio ha un aroma poco erbaceo.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_fetta.bmp,Aroma,Aroma molto ossidato e cotto.,Il formaggio ha un aroma molto ossidato e cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_fetta.bmp,Aroma,Aroma poco intenso e cotto.,Il formaggio ha un aroma poco intenso e cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_fetta.bmp,Aroma,Aroma di latte cotto.,Il formaggio ha un aroma di latte cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_fetta.bmp,Aroma,Aroma di crosta di formaggio.,Il formaggio ha un aroma di crosta di formaggio.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_fetta.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_fetta.bmp,Aroma,Aroma animale di intensità medio-alta.,Il formaggio ha un aroma animale di intensità medio-alta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_fetta.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_fetta.bmp,Aroma,Aroma di brodo e provolone.,Il formaggio ha un aroma di brodo e provolone.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Aroma,Aroma non tipico del grana.,Il formaggio ha un aroma non tipico del grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Aroma,Aroma di burro e panna con coda ossidato.,Il formaggio ha un aroma di burro e panna con coda ossidato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Aroma,Aroma di panna.,Il formaggio ha un aroma di panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Aroma,Aroma leggermente di pasta bruciata.,Il formaggio ha un aroma leggermente di pasta bruciata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Aroma,Aroma di burro cotto.,Il formaggio ha un aroma di burro cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Aroma,Aroma cotto e leggero tostato con nota di mandorla.,Il formaggio ha un aroma cotto e leggero tostato con nota di mandorla.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Aroma,"Aroma di latte cotto e panna cotta, intensità medio-alta.","Il formaggio ha un aroma di latte cotto e panna cotta, intensità medio-alta."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Aroma,"Aroma metallico, non piacevole.","Il formaggio ha un aroma metallico, non piacevole."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma leggero sentore di cotto e piacevole.,Il formaggio ha un aroma leggero sentore di cotto e piacevole.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma non da grana stagionato.,Il formaggio ha un aroma non da grana stagionato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma di formaggio cotto e crosta.,Il formaggio ha un aroma di formaggio cotto e crosta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma di panna.,Il formaggio ha un aroma di panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma di crosta e pasta bruciata.,Il formaggio ha un aroma di crosta e pasta bruciata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma di verdura cotta e latte cotto.,Il formaggio ha un aroma di verdura cotta e latte cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma di fieno cotto e fruttato.,Il formaggio ha un aroma di fieno cotto e fruttato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma con note lattiche prevalenti.,Il formaggio ha un aroma con note lattiche prevalenti.
