image_path,attribute,caption,caption_sentence
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_grana.bmp,Struttura della Pasta,Pasta ruvida e grossolana.,La pasta del formaggio è ruvida e grossolana.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_grana.bmp,Struttura della Pasta,"Pasta con frattura abbastanza regolare e struttura granulosa, senza particolari difetti.","La pasta del formaggio presenta frattura abbastanza regolare e struttura granulosa, senza particolari difetti."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_grana.bmp,Struttura della Pasta,Pasta con frattura regolare e bella grana.,La pasta del formaggio presenta frattura regolare e bella grana.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_grana.bmp,Struttura della Pasta,Pasta con bella grana fine.,La pasta del formaggio presenta bella grana fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_grana.bmp,Struttura della Pasta,Pasta con bella grana fine.,La pasta del formaggio presenta bella grana fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_grana.bmp,Struttura della Pasta,Pasta con microocchiatura non regolare e centro stirato.,La pasta del formaggio presenta microocchiatura non regolare e centro stirato.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_grana.bmp,Struttura della Pasta,Pasta con grana fine tendente allo stirato e microocchiatura fine.,La pasta del formaggio presenta grana fine tendente allo stirato e microocchiatura fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_grana.bmp,Struttura della Pasta,Pasta con leggera stiratura al centro e microocchiatura.,La pasta del formaggio presenta leggera stiratura al centro e microocchiatura.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_grana.bmp,Struttura della Pasta,Pasta striata centralmente con microocchiatura diffusa.,La pasta del formaggio è striata centralmente con microocchiatura diffusa.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_grana.bmp,Struttura della Pasta,Pasta parzialmente stirata.,La pasta del formaggio è parzialmente stirata.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_grana.bmp,Struttura della Pasta,"Pasta con frattura abbastanza regolare, struttura poco granulosa e compatta, con microocchiatura in zona centrale.","La pasta del formaggio presenta frattura abbastanza regolare, struttura poco granulosa e compatta, con microocchiatura in zona centrale."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_grana.bmp,Struttura della Pasta,"Pasta con microocchiatura prevalentemente in una metà, l'altra più compatta e con grana fine.","La pasta del formaggio presenta microocchiatura prevalentemente in una metà, l'altra più compatta e con grana fine."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_grana.bmp,Struttura della Pasta,Pasta fine con microocchiatura regolare.,La pasta del formaggio è fine con microocchiatura regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_grana.bmp,Struttura della Pasta,Pasta stirata con occhiatura.,La pasta del formaggio è stirata con occhiatura.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_grana.bmp,Struttura della Pasta,Pasta con frattura non regolare.,La pasta del formaggio presenta frattura non regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_grana.bmp,Struttura della Pasta,Pasta con frattura e grana abbastanza regolare.,La pasta del formaggio presenta frattura e grana abbastanza regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_grana.bmp,Struttura della Pasta,Pasta con frattura irregolare e grana grossa omogenea.,La pasta del formaggio presenta frattura irregolare e grana grossa omogenea.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_grana.bmp,Struttura della Pasta,Pasta con frattura irregolare e microocchiatura.,La pasta del formaggio presenta frattura irregolare e microocchiatura.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_grana.bmp,Struttura della Pasta,"Pasta con frattura abbastanza regolare, grana grossolana e ruvida, omogenea.","La pasta del formaggio presenta frattura abbastanza regolare, grana grossolana e ruvida, omogenea."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_grana.bmp,Struttura della Pasta,"Pasta con frattura caratterizzata da avvallamenti, struttura compatta e poco granulare, leggermente stirata.","La pasta del formaggio presenta frattura caratterizzata da avvallamenti, struttura compatta e poco granulare, leggermente stirata."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_grana.bmp,Struttura della Pasta,Pasta con frattura regolare e bella grana.,La pasta del formaggio presenta frattura regolare e bella grana.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_grana.bmp,Struttura della Pasta,Pasta con bella grana fine.,La pasta del formaggio presenta bella grana fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_grana.bmp,Struttura della Pasta,"Pasta con grana fine e occhiatura fine, molto bella.","La pasta del formaggio presenta grana fine e occhiatura fine, molto bella."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5a_319_grana.bmp,Struttura della Pasta,"Pasta con microocchiatura diffusa circa metà forma, stirata, non omogenea e non regolare.","La pasta del formaggio presenta microocchiatura diffusa circa metà forma, stirata, non omogenea e non regolare."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5a_319_grana.bmp,Struttura della Pasta,Pasta con microocchiatura fitta e grana stirata in parte.,La pasta del formaggio presenta microocchiatura fitta e grana stirata in parte.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5a_319_grana.bmp,Struttura della Pasta,"Pasta con microocchiatura anche grossa in ampia area e struttura non omogenea, con centro non definito.","La pasta del formaggio presenta microocchiatura anche grossa in ampia area e struttura non omogenea, con centro non definito."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5a_319_grana.bmp,Struttura della Pasta,Pasta con frattura regolare ma occhiatura importante diffusa.,La pasta del formaggio presenta frattura regolare ma occhiatura importante diffusa.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5a_319_grana.bmp,Struttura della Pasta,"Pasta non omogenea, in parte stirata con occhiatura piccola e media, aspetto spugnoso al centro.","La pasta del formaggio non è omogenea, in parte stirata con occhiatura piccola e media, aspetto spugnoso al centro."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5a_319_grana.bmp,Struttura della Pasta,"Pasta con frattura abbastanza regolare, struttura stirata e compatta, microocchiatura diffusa su tutta la superficie.","La pasta del formaggio presenta frattura abbastanza regolare, struttura stirata e compatta, microocchiatura diffusa su tutta la superficie."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5a_319_grana.bmp,Struttura della Pasta,Pasta quasi stirata con microocchiatura diffusa.,La pasta del formaggio è quasi stirata con microocchiatura diffusa.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5a_319_grana.bmp,Struttura della Pasta,"Pasta con microocchiatura presente anche di dimensioni medie, grana media e fine, frattura irregolare.","La pasta del formaggio presenta microocchiatura presente anche di dimensioni medie, grana media e fine, frattura irregolare."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5a_319_grana.bmp,Struttura della Pasta,Pasta con grana poco formata e grandi occhiature.,La pasta del formaggio presenta grana poco formata e grandi occhiature.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5b_319_grana.bmp,Struttura della Pasta,"Pasta con microocchiatura diffusa circa metà forma, stirata, non omogenea e non regolare.","La pasta del formaggio presenta microocchiatura diffusa circa metà forma, stirata, non omogenea e non regolare."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5b_319_grana.bmp,Struttura della Pasta,Pasta con microocchiatura fitta e grana stirata in parte.,La pasta del formaggio presenta microocchiatura fitta e grana stirata in parte.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5b_319_grana.bmp,Struttura della Pasta,"Pasta con microocchiatura anche grossa in ampia area e struttura non omogenea, con centro non definito.","La pasta del formaggio presenta microocchiatura anche grossa in ampia area e struttura non omogenea, con centro non definito."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5b_319_grana.bmp,Struttura della Pasta,Pasta con frattura regolare ma occhiatura importante diffusa.,La pasta del formaggio presenta frattura regolare ma occhiatura importante diffusa.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5b_319_grana.bmp,Struttura della Pasta,"Pasta non omogenea, in parte stirata con occhiatura piccola e media, aspetto spugnoso al centro.","La pasta del formaggio non è omogenea, in parte stirata con occhiatura piccola e media, aspetto spugnoso al centro."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5b_319_grana.bmp,Struttura della Pasta,"Pasta con frattura abbastanza regolare, struttura stirata e compatta, microocchiatura diffusa su tutta la superficie.","La pasta del formaggio presenta frattura abbastanza regolare, struttura stirata e compatta, microocchiatura diffusa su tutta la superficie."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5b_319_grana.bmp,Struttura della Pasta,Pasta quasi stirata con microocchiatura diffusa.,La pasta del formaggio è quasi stirata con microocchiatura diffusa.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5b_319_grana.bmp,Struttura della Pasta,"Pasta con microocchiatura presente anche di dimensioni medie, grana media e fine, frattura irregolare.","La pasta del formaggio presenta microocchiatura presente anche di dimensioni medie, grana media e fine, frattura irregolare."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P5b_319_grana.bmp,Struttura della Pasta,Pasta con grana poco formata e grandi occhiature.,La pasta del formaggio presenta grana poco formata e grandi occhiature.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta con microocchiatura non regolare e centro stirato.,La pasta del formaggio presenta microocchiatura non regolare e centro stirato.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta con grana fine tendente allo stirato e microocchiatura fine.,La pasta del formaggio presenta grana fine tendente allo stirato e microocchiatura fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta con leggera stiratura al centro e microocchiatura.,La pasta del formaggio presenta leggera stiratura al centro e microocchiatura.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta striata centralmente con microocchiatura diffusa.,La pasta del formaggio è striata centralmente con microocchiatura diffusa.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta parzialmente stirata.,La pasta del formaggio è parzialmente stirata.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,Struttura della Pasta,"Pasta con frattura abbastanza regolare, struttura poco granulosa e compatta, con microocchiatura in zona centrale.","La pasta del formaggio presenta frattura abbastanza regolare, struttura poco granulosa e compatta, con microocchiatura in zona centrale."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,Struttura della Pasta,"Pasta con microocchiatura prevalentemente in una metà, l'altra più compatta e con grana fine.","La pasta del formaggio presenta microocchiatura prevalentemente in una metà, l'altra più compatta e con grana fine."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta fine con microocchiatura regolare.,La pasta del formaggio è fine con microocchiatura regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta stirata con occhiatura.,La pasta del formaggio è stirata con occhiatura.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,Struttura della Pasta,Pasta a frattura regolare.,La pasta del formaggio è a frattura regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,Struttura della Pasta,"Pasta con frattura leggermente irregolare, grana fine e microocchiatura diffusa.","La pasta del formaggio presenta frattura leggermente irregolare, grana fine e microocchiatura diffusa."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,Struttura della Pasta,Pasta con frattura regolare e grana fine.,La pasta del formaggio presenta frattura regolare e grana fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,Struttura della Pasta,Pasta con frattura regolare e struttura granulare omogenea.,La pasta del formaggio presenta frattura regolare e struttura granulare omogenea.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,Struttura della Pasta,Pasta con frattura regolare e bella grana.,La pasta del formaggio presenta frattura regolare e bella grana.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,Struttura della Pasta,Pasta con bella grana fine e frattura regolare.,La pasta del formaggio presenta bella grana fine e frattura regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P6a_323_fetta.bmp,Struttura della Pasta,Pasta di bella struttura senza difetti.,La pasta del formaggio è di bella struttura senza difetti.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4a_313_grana.bmp,Struttura della Pasta,Pasta con microocchiatura non regolare e non omogenea.,La pasta del formaggio presenta microocchiatura non regolare e non omogenea.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4a_313_grana.bmp,Struttura della Pasta,"Pasta con fitta microocchiatura e grana che forma striature sotto un piatto, tendente al gessato.","La pasta del formaggio presenta fitta microocchiatura e grana che forma striature sotto un piatto, tendente al gessato."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4a_313_grana.bmp,Struttura della Pasta,"Pasta con microocchiatura diffusa, zona centrale leggermente stirata e meno strutturata, frattura molto irregolare e scalinata.","La pasta del formaggio presenta microocchiatura diffusa, zona centrale leggermente stirata e meno strutturata, frattura molto irregolare e scalinata."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4a_313_grana.bmp,Struttura della Pasta,Pasta con microocchiatura.,La pasta del formaggio presenta microocchiatura.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4a_313_grana.bmp,Struttura della Pasta,"Pasta con frattura irregolare e stirata, occhiatura su un lato.","La pasta del formaggio presenta frattura irregolare e stirata, occhiatura su un lato."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4a_313_grana.bmp,Struttura della Pasta,"Pasta non omogenea, con microocchiatura in una parte.","La pasta del formaggio non è omogenea, con microocchiatura in una parte."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4a_313_grana.bmp,Struttura della Pasta,"Pasta con frattura avvallata, struttura stirata e microocchiatura diffusa ma scarsa.","La pasta del formaggio presenta frattura avvallata, struttura stirata e microocchiatura diffusa ma scarsa."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4a_313_grana.bmp,Struttura della Pasta,Pasta con frattura non molto regolare e microocchiatura soprattutto nella metà della forma.,La pasta del formaggio presenta frattura non molto regolare e microocchiatura soprattutto nella metà della forma.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4a_313_grana.bmp,Struttura della Pasta,"Pasta grandiosa abbastanza regolare, ma con frattura a salti.","La pasta del formaggio è grandiosa abbastanza regolare, ma con frattura a salti."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4a_313_grana.bmp,Struttura della Pasta,"Pasta stirata molto al centro con ampia zona di occhiatura anche grossa, effetto spugnoso e frattura grossolana.","La pasta del formaggio è stirata molto al centro con ampia zona di occhiatura anche grossa, effetto spugnoso e frattura grossolana."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3a_311_fetta.bmp,Struttura della Pasta,Pasta non omogenea con parti ruvide.,La pasta del formaggio non è omogenea con parti ruvide.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3a_311_fetta.bmp,Struttura della Pasta,Pasta dall'aspetto grandioso con qualche piccola occhiatura sparsa e cristalli.,La pasta del formaggio è dall'aspetto grandioso con qualche piccola occhiatura sparsa e cristalli.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3a_311_fetta.bmp,Struttura della Pasta,Pasta granulare fine e piuttosto omogenea.,La pasta del formaggio è granulare fine e piuttosto omogenea.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3a_311_fetta.bmp,Struttura della Pasta,Pasta con frattura abbastanza regolare e grana semi fine.,La pasta del formaggio presenta frattura abbastanza regolare e grana semi fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3a_311_fetta.bmp,Struttura della Pasta,Pasta ruvida e grossolana.,La pasta del formaggio è ruvida e grossolana.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3a_311_fetta.bmp,Struttura della Pasta,"Pasta con frattura abbastanza regolare e struttura granulosa, senza particolari difetti.","La pasta del formaggio presenta frattura abbastanza regolare e struttura granulosa, senza particolari difetti."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3a_311_fetta.bmp,Struttura della Pasta,Pasta con frattura regolare e bella grana.,La pasta del formaggio presenta frattura regolare e bella grana.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3a_311_fetta.bmp,Struttura della Pasta,Pasta con bella grana fine.,La pasta del formaggio presenta bella grana fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3a_311_fetta.bmp,Struttura della Pasta,Pasta con bella grana fine.,La pasta del formaggio presenta bella grana fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1a_302_fetta.bmp,Struttura della Pasta,Pasta con frattura non regolare.,La pasta del formaggio presenta frattura non regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1a_302_fetta.bmp,Struttura della Pasta,Pasta con frattura e grana abbastanza regolare.,La pasta del formaggio presenta frattura e grana abbastanza regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1a_302_fetta.bmp,Struttura della Pasta,Pasta con frattura irregolare e grana grossa omogenea.,La pasta del formaggio presenta frattura irregolare e grana grossa omogenea.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1a_302_fetta.bmp,Struttura della Pasta,Pasta con frattura irregolare e microocchiatura.,La pasta del formaggio presenta frattura irregolare e microocchiatura.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1a_302_fetta.bmp,Struttura della Pasta,"Pasta con frattura abbastanza regolare, grana grossolana e ruvida, omogenea.","La pasta del formaggio presenta frattura abbastanza regolare, grana grossolana e ruvida, omogenea."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1a_302_fetta.bmp,Struttura della Pasta,"Pasta con frattura caratterizzata da avvallamenti, struttura compatta e poco granulare, leggermente stirata.","La pasta del formaggio presenta frattura caratterizzata da avvallamenti, struttura compatta e poco granulare, leggermente stirata."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1a_302_fetta.bmp,Struttura della Pasta,Pasta con frattura regolare e bella grana.,La pasta del formaggio presenta frattura regolare e bella grana.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1a_302_fetta.bmp,Struttura della Pasta,Pasta con bella grana fine.,La pasta del formaggio presenta bella grana fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1a_302_fetta.bmp,Struttura della Pasta,"Pasta con grana fine e occhiatura fine, molto bella.","La pasta del formaggio presenta grana fine e occhiatura fine, molto bella."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_fetta.bmp,Struttura della Pasta,Pasta con frattura non regolare.,La pasta del formaggio presenta frattura non regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_fetta.bmp,Struttura della Pasta,Pasta con frattura e grana abbastanza regolare.,La pasta del formaggio presenta frattura e grana abbastanza regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_fetta.bmp,Struttura della Pasta,Pasta con frattura irregolare e grana grossa omogenea.,La pasta del formaggio presenta frattura irregolare e grana grossa omogenea.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_fetta.bmp,Struttura della Pasta,Pasta con frattura irregolare e microocchiatura.,La pasta del formaggio presenta frattura irregolare e microocchiatura.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_fetta.bmp,Struttura della Pasta,"Pasta con frattura abbastanza regolare, grana grossolana e ruvida, omogenea.","La pasta del formaggio presenta frattura abbastanza regolare, grana grossolana e ruvida, omogenea."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_fetta.bmp,Struttura della Pasta,"Pasta con frattura caratterizzata da avvallamenti, struttura compatta e poco granulare, leggermente stirata.","La pasta del formaggio presenta frattura caratterizzata da avvallamenti, struttura compatta e poco granulare, leggermente stirata."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_fetta.bmp,Struttura della Pasta,Pasta con frattura regolare e bella grana.,La pasta del formaggio presenta frattura regolare e bella grana.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_fetta.bmp,Struttura della Pasta,Pasta con bella grana fine.,La pasta del formaggio presenta bella grana fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P1b_302_fetta.bmp,Struttura della Pasta,"Pasta con grana fine e occhiatura fine, molto bella.","La pasta del formaggio presenta grana fine e occhiatura fine, molto bella."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_fetta.bmp,Struttura della Pasta,Pasta con microocchiatura non regolare e centro stirato.,La pasta del formaggio presenta microocchiatura non regolare e centro stirato.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_fetta.bmp,Struttura della Pasta,Pasta con grana fine tendente allo stirato e microocchiatura fine.,La pasta del formaggio presenta grana fine tendente allo stirato e microocchiatura fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_fetta.bmp,Struttura della Pasta,Pasta con leggera stiratura al centro e microocchiatura.,La pasta del formaggio presenta leggera stiratura al centro e microocchiatura.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_fetta.bmp,Struttura della Pasta,Pasta striata centralmente con microocchiatura diffusa.,La pasta del formaggio è striata centralmente con microocchiatura diffusa.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_fetta.bmp,Struttura della Pasta,Pasta parzialmente stirata.,La pasta del formaggio è parzialmente stirata.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_fetta.bmp,Struttura della Pasta,"Pasta con frattura abbastanza regolare, struttura poco granulosa e compatta, con microocchiatura in zona centrale.","La pasta del formaggio presenta frattura abbastanza regolare, struttura poco granulosa e compatta, con microocchiatura in zona centrale."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_fetta.bmp,Struttura della Pasta,"Pasta con microocchiatura prevalentemente in una metà, l'altra più compatta e con grana fine.","La pasta del formaggio presenta microocchiatura prevalentemente in una metà, l'altra più compatta e con grana fine."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_fetta.bmp,Struttura della Pasta,Pasta fine con microocchiatura regolare.,La pasta del formaggio è fine con microocchiatura regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P2a_305_fetta.bmp,Struttura della Pasta,Pasta stirata con occhiatura.,La pasta del formaggio è stirata con occhiatura.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_fetta.bmp,Struttura della Pasta,Pasta non omogenea con parti ruvide.,La pasta del formaggio non è omogenea con parti ruvide.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_fetta.bmp,Struttura della Pasta,Pasta dall'aspetto grandioso con qualche piccola occhiatura sparsa e cristalli.,La pasta del formaggio è dall'aspetto grandioso con qualche piccola occhiatura sparsa e cristalli.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_fetta.bmp,Struttura della Pasta,Pasta granulare fine e piuttosto omogenea.,La pasta del formaggio è granulare fine e piuttosto omogenea.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_fetta.bmp,Struttura della Pasta,Pasta con frattura abbastanza regolare e grana semi fine.,La pasta del formaggio presenta frattura abbastanza regolare e grana semi fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_fetta.bmp,Struttura della Pasta,Pasta ruvida e grossolana.,La pasta del formaggio è ruvida e grossolana.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_fetta.bmp,Struttura della Pasta,"Pasta con frattura abbastanza regolare e struttura granulosa, senza particolari difetti.","La pasta del formaggio presenta frattura abbastanza regolare e struttura granulosa, senza particolari difetti."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_fetta.bmp,Struttura della Pasta,Pasta con frattura regolare e bella grana.,La pasta del formaggio presenta frattura regolare e bella grana.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_fetta.bmp,Struttura della Pasta,Pasta con bella grana fine.,La pasta del formaggio presenta bella grana fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P3b_311_fetta.bmp,Struttura della Pasta,Pasta con bella grana fine.,La pasta del formaggio presenta bella grana fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4b_313_grana.bmp,Struttura della Pasta,Pasta con microocchiatura non regolare e non omogenea.,La pasta del formaggio presenta microocchiatura non regolare e non omogenea.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4b_313_grana.bmp,Struttura della Pasta,"Pasta con fitta microocchiatura e grana che forma striature sotto un piatto, tendente al gessato.","La pasta del formaggio presenta fitta microocchiatura e grana che forma striature sotto un piatto, tendente al gessato."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4b_313_grana.bmp,Struttura della Pasta,"Pasta con microocchiatura diffusa, zona centrale leggermente stirata e meno strutturata, frattura molto irregolare e scalinata.","La pasta del formaggio presenta microocchiatura diffusa, zona centrale leggermente stirata e meno strutturata, frattura molto irregolare e scalinata."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4b_313_grana.bmp,Struttura della Pasta,Pasta con microocchiatura.,La pasta del formaggio presenta microocchiatura.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4b_313_grana.bmp,Struttura della Pasta,"Pasta con frattura irregolare e stirata, occhiatura su un lato.","La pasta del formaggio presenta frattura irregolare e stirata, occhiatura su un lato."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4b_313_grana.bmp,Struttura della Pasta,"Pasta non omogenea, con microocchiatura in una parte.","La pasta del formaggio non è omogenea, con microocchiatura in una parte."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4b_313_grana.bmp,Struttura della Pasta,"Pasta con frattura avvallata, struttura stirata e microocchiatura diffusa ma scarsa.","La pasta del formaggio presenta frattura avvallata, struttura stirata e microocchiatura diffusa ma scarsa."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4b_313_grana.bmp,Struttura della Pasta,Pasta con frattura non molto regolare e microocchiatura soprattutto nella metà della forma.,La pasta del formaggio presenta frattura non molto regolare e microocchiatura soprattutto nella metà della forma.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4b_313_grana.bmp,Struttura della Pasta,"Pasta grandiosa abbastanza regolare, ma con frattura a salti.","La pasta del formaggio è grandiosa abbastanza regolare, ma con frattura a salti."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P4b_313_grana.bmp,Struttura della Pasta,"Pasta stirata molto al centro con ampia zona di occhiatura anche grossa, effetto spugnoso e frattura grossolana.","La pasta del formaggio è stirata molto al centro con ampia zona di occhiatura anche grossa, effetto spugnoso e frattura grossolana."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P6b_323_fetta.bmp,Struttura della Pasta,Pasta a frattura regolare.,La pasta del formaggio è a frattura regolare.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P6b_323_fetta.bmp,Struttura della Pasta,"Pasta con frattura leggermente irregolare, grana fine e microocchiatura diffusa.","La pasta del formaggio presenta frattura leggermente irregolare, grana fine e microocchiatura diffusa."
data/images_flat/2018-2019_Trentingrana__2019-03-06__P6b_323_fetta.bmp,Struttura della Pasta,Pasta con frattura regolare e grana fine.,La pasta del formaggio presenta frattura regolare e grana fine.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P6b_323_fetta.bmp,Struttura della Pasta,Pasta con frattura regolare e struttura granulare omogenea.,La pasta del formaggio presenta frattura regolare e struttura granulare omogenea.
data/images_flat/2018-2019_Trentingrana__2019-03-06__P6b_323_fetta.bmp,Struttura della Pasta,Pasta con frattura regolare e bella grana.,La pasta del formaggio presenta frattura regolare e bella grana.
