image_path,attribute,caption,caption_sentence
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P5B_TN328_354GRANA.bmp,Sapore,Sapore non equilibrato.,Il formaggio ha un sapore non equilibrato.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P4B_TN323_443GRANA.bmp,Sapore,Sapore amaro.,Il formaggio ha un sapore amaro.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P4B_TN323_443GRANA.bmp,Sapore,Sapore leggermente acido.,Il formaggio ha un sapore leggermente acido.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P5A_TN328_354GRANA.bmp,Sapore,"Sapore senza dolcezza, con amaro e sale prevalenti.","Il formaggio ha un sapore senza dolcezza, con amaro e sale prevalenti."
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P5A_TN328_354GRANA.bmp,Sapore,Sapore leggermente acido.,Il formaggio ha un sapore leggermente acido.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P5A_TN328_354GRANA.bmp,Sapore,Sapore non equilibrato.,Il formaggio ha un sapore non equilibrato.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P4A_TN323_443GRANA.bmp,Sapore,Sapore amaro.,Il formaggio ha un sapore amaro.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P4A_TN323_443GRANA.bmp,Sapore,Sapore leggermente acido.,Il formaggio ha un sapore leggermente acido.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P3B_TN319_532FETTA.bmp,Sapore,Sapore appena percettibile e non sovrastante.,Il formaggio ha un sapore appena percettibile e non sovrastante.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P2A_TN310_621GRANA.bmp,Sapore,"Sapore eccessivamente salato e amaro, scarno nel resto.","Il formaggio ha un sapore eccessivamente salato e amaro, scarno nel resto."
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P2A_TN310_621GRANA.bmp,Sapore,Sapore molto piccante con scarsa persistenza.,Il formaggio ha un sapore molto piccante con scarsa persistenza.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P6A_TN330_165GRANA.bmp,Sapore,Sapore grasso.,Il formaggio ha un sapore grasso.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P1A_TN302_546_GRANA.bmp,Sapore,Sapore eccessivamente salato.,Il formaggio ha un sapore eccessivamente salato.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P1A_TN302_546_GRANA.bmp,Sapore,Sapore molto squilibrato.,Il formaggio ha un sapore molto squilibrato.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P1B_TN302_546_GRANA.bmp,Sapore,Sapore eccessivamente salato.,Il formaggio ha un sapore eccessivamente salato.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P1B_TN302_546_GRANA.bmp,Sapore,Sapore molto squilibrato.,Il formaggio ha un sapore molto squilibrato.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P6B_TN330_165GRANA.bmp,Sapore,Sapore grasso.,Il formaggio ha un sapore grasso.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P5B_TN328_354FETTA.bmp,Sapore,"Sapore senza dolcezza, con amaro e sale prevalenti.","Il formaggio ha un sapore senza dolcezza, con amaro e sale prevalenti."
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P5B_TN328_354FETTA.bmp,Sapore,Sapore leggermente acido.,Il formaggio ha un sapore leggermente acido.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P5B_TN328_354FETTA.bmp,Sapore,Sapore non equilibrato.,Il formaggio ha un sapore non equilibrato.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P4B_TN323_443FETTA.bmp,Sapore,Sapore amaro.,Il formaggio ha un sapore amaro.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P4B_TN323_443FETTA.bmp,Sapore,Sapore leggermente acido.,Il formaggio ha un sapore leggermente acido.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P3A_TN319_532GRANA.bmp,Sapore,Sapore appena percettibile e non sovrastante.,Il formaggio ha un sapore appena percettibile e non sovrastante.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P2B_TN310_621FETTA.bmp,Sapore,"Sapore eccessivamente salato e amaro, scarno nel resto.","Il formaggio ha un sapore eccessivamente salato e amaro, scarno nel resto."
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P2B_TN310_621FETTA.bmp,Sapore,Sapore molto piccante con scarsa persistenza.,Il formaggio ha un sapore molto piccante con scarsa persistenza.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P3B_TN319_532GRANA.bmp,Sapore,Sapore appena percettibile e non sovrastante.,Il formaggio ha un sapore appena percettibile e non sovrastante.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P2A_TN310_621FETTA.bmp,Sapore,"Sapore eccessivamente salato e amaro, scarno nel resto.","Il formaggio ha un sapore eccessivamente salato e amaro, scarno nel resto."
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P2A_TN310_621FETTA.bmp,Sapore,Sapore molto piccante con scarsa persistenza.,Il formaggio ha un sapore molto piccante con scarsa persistenza.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P5A_TN328_354FETTA.bmp,Sapore,"Sapore senza dolcezza, con amaro e sale prevalenti.","Il formaggio ha un sapore senza dolcezza, con amaro e sale prevalenti."
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P5A_TN328_354FETTA.bmp,Sapore,Sapore leggermente acido.,Il formaggio ha un sapore leggermente acido.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P5A_TN328_354FETTA.bmp,Sapore,Sapore non equilibrato.,Il formaggio ha un sapore non equilibrato.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P4A_TN323_443FETTA.bmp,Sapore,Sapore amaro.,Il formaggio ha un sapore amaro.
data/images_flat/2020-2021_Trentingrana__II bimestre__21-10-2020_8°Seduta__P4A_TN323_443FETTA.bmp,Sapore,Sapore leggermente acido.,Il formaggio ha un sapore leggermente acido.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3b_316_grana.bmp,Sapore,Sapore dolce sapido con buon umami e piccantezza contenuta.,Il formaggio ha un sapore dolce sapido con buon umami e piccantezza contenuta.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3b_316_grana.bmp,Sapore,Sapore equilibrato con nota acida iniziale.,Il formaggio ha un sapore equilibrato con nota acida iniziale.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3b_316_grana.bmp,Sapore,Sapore umami accentuato e leggermente piccante.,Il formaggio ha un sapore umami accentuato e leggermente piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3b_316_grana.bmp,Sapore,Sapore dolce.,Il formaggio ha un sapore dolce.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3b_316_grana.bmp,Sapore,"Sapore non dolce, non amaro, con poco umami.","Il formaggio ha un sapore non dolce, non amaro, con poco umami."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3b_316_grana.bmp,Sapore,"Sapore leggermente acido all'inizio, dolciastro nel mezzo, con una punta di amaro nel finale.","Il formaggio ha un sapore leggermente acido all'inizio, dolciastro nel mezzo, con una punta di amaro nel finale."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3b_316_grana.bmp,Sapore,Sapore piccante.,Il formaggio ha un sapore piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3b_316_grana.bmp,Sapore,Sapore piccante.,Il formaggio ha un sapore piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3b_316_grana.bmp,Sapore,Sapore piccante e salato.,Il formaggio ha un sapore piccante e salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_fetta.bmp,Sapore,"Sapore con sapidità contenuta, umami marcato, poco piccante e poco equilibrato.","Il formaggio ha un sapore con sapidità contenuta, umami marcato, poco piccante e poco equilibrato."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_fetta.bmp,Sapore,Sapore equilibrato con leggera nota piccante.,Il formaggio ha un sapore equilibrato con leggera nota piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_fetta.bmp,Sapore,Sapore in equilibrio con leggera punta di amaro nel finale.,Il formaggio ha un sapore in equilibrio con leggera punta di amaro nel finale.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_fetta.bmp,Sapore,Sapore leggermente amaro e salato.,Il formaggio ha un sapore leggermente amaro e salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_fetta.bmp,Sapore,Sapore leggermente salato.,Il formaggio ha un sapore leggermente salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_fetta.bmp,Sapore,Sapore dolce con poco sale.,Il formaggio ha un sapore dolce con poco sale.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_fetta.bmp,Sapore,Sapore piccante e pieno con buona persistenza al palato.,Il formaggio ha un sapore piccante e pieno con buona persistenza al palato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_fetta.bmp,Sapore,Sapore umami con leggero amaro finale.,Il formaggio ha un sapore umami con leggero amaro finale.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_fetta.bmp,Sapore,Sapore piccante.,Il formaggio ha un sapore piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_fetta.bmp,Sapore,Sapore con buon equilibrio di sale.,Il formaggio ha un sapore con buon equilibrio di sale.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_fetta.bmp,Sapore,Sapore acido.,Il formaggio ha un sapore acido.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_fetta.bmp,Sapore,"Sapore con sapidità contenuta, umami marcato, poco piccante e poco equilibrato.","Il formaggio ha un sapore con sapidità contenuta, umami marcato, poco piccante e poco equilibrato."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_fetta.bmp,Sapore,Sapore equilibrato con leggera nota piccante.,Il formaggio ha un sapore equilibrato con leggera nota piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_fetta.bmp,Sapore,Sapore in equilibrio con leggera punta di amaro nel finale.,Il formaggio ha un sapore in equilibrio con leggera punta di amaro nel finale.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_fetta.bmp,Sapore,Sapore leggermente amaro e salato.,Il formaggio ha un sapore leggermente amaro e salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_fetta.bmp,Sapore,Sapore leggermente salato.,Il formaggio ha un sapore leggermente salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_fetta.bmp,Sapore,Sapore dolce con poco sale.,Il formaggio ha un sapore dolce con poco sale.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_fetta.bmp,Sapore,Sapore piccante e pieno con buona persistenza al palato.,Il formaggio ha un sapore piccante e pieno con buona persistenza al palato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_fetta.bmp,Sapore,Sapore umami con leggero amaro finale.,Il formaggio ha un sapore umami con leggero amaro finale.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_fetta.bmp,Sapore,Sapore piccante.,Il formaggio ha un sapore piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_fetta.bmp,Sapore,Sapore con buon equilibrio di sale.,Il formaggio ha un sapore con buon equilibrio di sale.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4a_319_fetta.bmp,Sapore,Sapore acido.,Il formaggio ha un sapore acido.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_grana.bmp,Sapore,Sapore dolce sapido con buon umami e piccantezza contenuta.,Il formaggio ha un sapore dolce sapido con buon umami e piccantezza contenuta.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_grana.bmp,Sapore,Sapore equilibrato con nota acida iniziale.,Il formaggio ha un sapore equilibrato con nota acida iniziale.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_grana.bmp,Sapore,Sapore umami accentuato e leggermente piccante.,Il formaggio ha un sapore umami accentuato e leggermente piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_grana.bmp,Sapore,Sapore dolce.,Il formaggio ha un sapore dolce.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_grana.bmp,Sapore,"Sapore non dolce, non amaro, con poco umami.","Il formaggio ha un sapore non dolce, non amaro, con poco umami."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_grana.bmp,Sapore,"Sapore leggermente acido all'inizio, dolciastro nel mezzo, con una punta di amaro nel finale.","Il formaggio ha un sapore leggermente acido all'inizio, dolciastro nel mezzo, con una punta di amaro nel finale."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_grana.bmp,Sapore,Sapore piccante.,Il formaggio ha un sapore piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_grana.bmp,Sapore,Sapore piccante.,Il formaggio ha un sapore piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P3a_316_grana.bmp,Sapore,Sapore piccante e salato.,Il formaggio ha un sapore piccante e salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1b_306_fetta.bmp,Sapore,"Sapore con sapidità media, piccantezza marcata e buon umami.","Il formaggio ha un sapore con sapidità media, piccantezza marcata e buon umami."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1b_306_fetta.bmp,Sapore,Sapore equilibrato.,Il formaggio ha un sapore equilibrato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1b_306_fetta.bmp,Sapore,"Sapore saporito e salato con umami adeguato, piccantezza praticamente assente.","Il formaggio ha un sapore saporito e salato con umami adeguato, piccantezza praticamente assente."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1b_306_fetta.bmp,Sapore,Sapore salato.,Il formaggio ha un sapore salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1b_306_fetta.bmp,Sapore,"Sapore non dolce, equilibrato, senza umami.","Il formaggio ha un sapore non dolce, equilibrato, senza umami."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1b_306_fetta.bmp,Sapore,Sapore leggermente prevalente salato e umami.,Il formaggio ha un sapore leggermente prevalente salato e umami.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1b_306_fetta.bmp,Sapore,Sapore molto amaro.,Il formaggio ha un sapore molto amaro.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1b_306_fetta.bmp,Sapore,Sapore ben equilibrato con sentore di formaggio cotto.,Il formaggio ha un sapore ben equilibrato con sentore di formaggio cotto.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1b_306_fetta.bmp,Sapore,Sapore dolce.,Il formaggio ha un sapore dolce.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5b_330_grana.bmp,Sapore,"Sapore dolce con scarsa sapidità, scarsa piccantezza e basso umami.","Il formaggio ha un sapore dolce con scarsa sapidità, scarsa piccantezza e basso umami."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5b_330_grana.bmp,Sapore,Sapore equilibrato con leggera piccantezza.,Il formaggio ha un sapore equilibrato con leggera piccantezza.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5b_330_grana.bmp,Sapore,"Sapore acido e piccante, con salato e umami nella norma.","Il formaggio ha un sapore acido e piccante, con salato e umami nella norma."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5b_330_grana.bmp,Sapore,Sapore salato.,Il formaggio ha un sapore salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5b_330_grana.bmp,Sapore,Sapore salato e leggermente piccante.,Il formaggio ha un sapore salato e leggermente piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5b_330_grana.bmp,Sapore,"Sapore non dolce, essenziale e equilibrato, con poco umami.","Il formaggio ha un sapore non dolce, essenziale e equilibrato, con poco umami."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5b_330_grana.bmp,Sapore,Sapore con leggera prevalenza di salato e acido.,Il formaggio ha un sapore con leggera prevalenza di salato e acido.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5b_330_grana.bmp,Sapore,"Sapore non equilibrato, salato e piccante.","Il formaggio ha un sapore non equilibrato, salato e piccante."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5b_330_grana.bmp,Sapore,Sapore di panna e burro.,Il formaggio ha un sapore di panna e burro.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5b_330_grana.bmp,Sapore,"Sapore acido, umami e leggermente piccante.","Il formaggio ha un sapore acido, umami e leggermente piccante."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2b_313_fetta.bmp,Sapore,"Sapore con sapidità bassa, dolcezza elevata, piccantezza bassa, umami basso e nel complesso scarico.","Il formaggio ha un sapore con sapidità bassa, dolcezza elevata, piccantezza bassa, umami basso e nel complesso scarico."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2b_313_fetta.bmp,Sapore,Sapore poco acido con leggermente piccante.,Il formaggio ha un sapore poco acido con leggermente piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2b_313_fetta.bmp,Sapore,Sapore equilibrato con leggera piccantezza.,Il formaggio ha un sapore equilibrato con leggera piccantezza.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2b_313_fetta.bmp,Sapore,Sapore leggermente salato.,Il formaggio ha un sapore leggermente salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2b_313_fetta.bmp,Sapore,Sapore leggermente salato.,Il formaggio ha un sapore leggermente salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2b_313_fetta.bmp,Sapore,Sapore equilibrato e poco salato.,Il formaggio ha un sapore equilibrato e poco salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2b_313_fetta.bmp,Sapore,Sapore equilibrato con note dolci.,Il formaggio ha un sapore equilibrato con note dolci.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2b_313_fetta.bmp,Sapore,Sapore poco salato.,Il formaggio ha un sapore poco salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2b_313_fetta.bmp,Sapore,Sapore dolce che pizzica leggermente.,Il formaggio ha un sapore dolce che pizzica leggermente.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2b_313_fetta.bmp,Sapore,Sapore scarno di sale.,Il formaggio ha un sapore scarno di sale.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2b_313_fetta.bmp,Sapore,"Sapore umami, leggermente piccante e leggermente acido.","Il formaggio ha un sapore umami, leggermente piccante e leggermente acido."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6a_338_fetta.bmp,Sapore,"Sapore umami marcato, poco equilibrato.","Il formaggio ha un sapore umami marcato, poco equilibrato."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6a_338_fetta.bmp,Sapore,Sapore equilibrato.,Il formaggio ha un sapore equilibrato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6a_338_fetta.bmp,Sapore,Sapore poco accentuato e blando.,Il formaggio ha un sapore poco accentuato e blando.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6a_338_fetta.bmp,Sapore,Sapore leggermente salato.,Il formaggio ha un sapore leggermente salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6a_338_fetta.bmp,Sapore,Sapore pungente e amaro.,Il formaggio ha un sapore pungente e amaro.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6a_338_fetta.bmp,Sapore,Sapore di panna.,Il formaggio ha un sapore di panna.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6a_338_fetta.bmp,Sapore,"Sapore dolce, leggermente piccante e umami.","Il formaggio ha un sapore dolce, leggermente piccante e umami."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6b_338_fetta.bmp,Sapore,"Sapore umami marcato, poco equilibrato.","Il formaggio ha un sapore umami marcato, poco equilibrato."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6b_338_fetta.bmp,Sapore,Sapore equilibrato.,Il formaggio ha un sapore equilibrato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6b_338_fetta.bmp,Sapore,Sapore poco accentuato e blando.,Il formaggio ha un sapore poco accentuato e blando.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6b_338_fetta.bmp,Sapore,Sapore leggermente salato.,Il formaggio ha un sapore leggermente salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6b_338_fetta.bmp,Sapore,Sapore pungente e amaro.,Il formaggio ha un sapore pungente e amaro.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6b_338_fetta.bmp,Sapore,Sapore di panna.,Il formaggio ha un sapore di panna.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P6b_338_fetta.bmp,Sapore,"Sapore dolce, leggermente piccante e umami.","Il formaggio ha un sapore dolce, leggermente piccante e umami."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5a_330_grana.bmp,Sapore,"Sapore dolce con scarsa sapidità, scarsa piccantezza e basso umami.","Il formaggio ha un sapore dolce con scarsa sapidità, scarsa piccantezza e basso umami."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5a_330_grana.bmp,Sapore,Sapore equilibrato con leggera piccantezza.,Il formaggio ha un sapore equilibrato con leggera piccantezza.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5a_330_grana.bmp,Sapore,"Sapore acido e piccante, con salato e umami nella norma.","Il formaggio ha un sapore acido e piccante, con salato e umami nella norma."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5a_330_grana.bmp,Sapore,Sapore salato.,Il formaggio ha un sapore salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5a_330_grana.bmp,Sapore,Sapore salato e leggermente piccante.,Il formaggio ha un sapore salato e leggermente piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5a_330_grana.bmp,Sapore,"Sapore non dolce, essenziale e equilibrato, con poco umami.","Il formaggio ha un sapore non dolce, essenziale e equilibrato, con poco umami."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5a_330_grana.bmp,Sapore,Sapore con leggera prevalenza di salato e acido.,Il formaggio ha un sapore con leggera prevalenza di salato e acido.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5a_330_grana.bmp,Sapore,"Sapore non equilibrato, salato e piccante.","Il formaggio ha un sapore non equilibrato, salato e piccante."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5a_330_grana.bmp,Sapore,Sapore di panna e burro.,Il formaggio ha un sapore di panna e burro.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P5a_330_grana.bmp,Sapore,"Sapore acido, umami e leggermente piccante.","Il formaggio ha un sapore acido, umami e leggermente piccante."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1a_306_fetta.bmp,Sapore,"Sapore con sapidità media, piccantezza marcata e buon umami.","Il formaggio ha un sapore con sapidità media, piccantezza marcata e buon umami."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1a_306_fetta.bmp,Sapore,Sapore equilibrato.,Il formaggio ha un sapore equilibrato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1a_306_fetta.bmp,Sapore,"Sapore saporito e salato con umami adeguato, piccantezza praticamente assente.","Il formaggio ha un sapore saporito e salato con umami adeguato, piccantezza praticamente assente."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1a_306_fetta.bmp,Sapore,Sapore salato.,Il formaggio ha un sapore salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1a_306_fetta.bmp,Sapore,"Sapore non dolce, equilibrato, senza umami.","Il formaggio ha un sapore non dolce, equilibrato, senza umami."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1a_306_fetta.bmp,Sapore,Sapore leggermente prevalente salato e umami.,Il formaggio ha un sapore leggermente prevalente salato e umami.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1a_306_fetta.bmp,Sapore,Sapore molto amaro.,Il formaggio ha un sapore molto amaro.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1a_306_fetta.bmp,Sapore,Sapore ben equilibrato con sentore di formaggio cotto.,Il formaggio ha un sapore ben equilibrato con sentore di formaggio cotto.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P1a_306_fetta.bmp,Sapore,Sapore dolce.,Il formaggio ha un sapore dolce.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2a_313_fetta.bmp,Sapore,"Sapore con sapidità bassa, dolcezza elevata, piccantezza bassa, umami basso e nel complesso scarico.","Il formaggio ha un sapore con sapidità bassa, dolcezza elevata, piccantezza bassa, umami basso e nel complesso scarico."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2a_313_fetta.bmp,Sapore,Sapore poco acido con leggermente piccante.,Il formaggio ha un sapore poco acido con leggermente piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2a_313_fetta.bmp,Sapore,Sapore equilibrato con leggera piccantezza.,Il formaggio ha un sapore equilibrato con leggera piccantezza.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2a_313_fetta.bmp,Sapore,Sapore leggermente salato.,Il formaggio ha un sapore leggermente salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2a_313_fetta.bmp,Sapore,Sapore leggermente salato.,Il formaggio ha un sapore leggermente salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2a_313_fetta.bmp,Sapore,Sapore equilibrato e poco salato.,Il formaggio ha un sapore equilibrato e poco salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2a_313_fetta.bmp,Sapore,Sapore equilibrato con note dolci.,Il formaggio ha un sapore equilibrato con note dolci.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2a_313_fetta.bmp,Sapore,Sapore poco salato.,Il formaggio ha un sapore poco salato.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2a_313_fetta.bmp,Sapore,Sapore dolce che pizzica leggermente.,Il formaggio ha un sapore dolce che pizzica leggermente.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2a_313_fetta.bmp,Sapore,Sapore scarno di sale.,Il formaggio ha un sapore scarno di sale.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P2a_313_fetta.bmp,Sapore,"Sapore umami, leggermente piccante e leggermente acido.","Il formaggio ha un sapore umami, leggermente piccante e leggermente acido."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_grana.bmp,Sapore,"Sapore con sapidità contenuta, umami marcato, poco piccante e poco equilibrato.","Il formaggio ha un sapore con sapidità contenuta, umami marcato, poco piccante e poco equilibrato."
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_grana.bmp,Sapore,Sapore equilibrato con leggera nota piccante.,Il formaggio ha un sapore equilibrato con leggera nota piccante.
data/images_flat/2018-2019_Trentingrana__2019-01-16__P4b_319_grana.bmp,Sapore,Sapore in equilibrio con leggera punta di amaro nel finale.,Il formaggio ha un sapore in equilibrio con leggera punta di amaro nel finale.
