image_path,attribute,caption,caption_sentence
data/images_flat/2018-2019_Trentingrana__2018-10-03__P3a_319_grana.bmp,Texture,Texture adesiva.,Il formaggio presenta una texture adesiva.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P3a_319_grana.bmp,Texture,Texture con molti granuli e bella friabilità.,Il formaggio presenta una texture con molti granuli e bella friabilità.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P3a_319_grana.bmp,Texture,"Texture non asciutta, friabile e con buona microstruttura.","Il formaggio presenta una texture non asciutta, friabile e con buona microstruttura."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P4a_323_fetta.bmp,Texture,"Texture abbastanza asciutta, granulosa e solubile.","Il formaggio presenta una texture abbastanza asciutta, granulosa e solubile."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P4a_323_fetta.bmp,Texture,Texture poco solubile al finale.,Il formaggio presenta una texture poco solubile al finale.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P4a_323_fetta.bmp,Texture,"Texture granulosa con cristalli, leggero residuo finale e sensazione sabbiosa.","Il formaggio presenta una texture granulosa con cristalli, leggero residuo finale e sensazione sabbiosa."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P4a_323_fetta.bmp,Texture,Texture granulosa.,Il formaggio presenta una texture granulosa.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P4a_323_fetta.bmp,Texture,"Texture morbida e umida, già friabile, con cristalli anche grossi.","Il formaggio presenta una texture morbida e umida, già friabile, con cristalli anche grossi."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2b_305_fetta.bmp,Texture,"Texture umida, poco granulosa e poco solubile.","Il formaggio presenta una texture umida, poco granulosa e poco solubile."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2b_305_fetta.bmp,Texture,Texture con pochissimi granuli di tirosina.,Il formaggio presenta una texture con pochissimi granuli di tirosina.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2b_305_fetta.bmp,Texture,Texture morbida con poca grana.,Il formaggio presenta una texture morbida con poca grana.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2b_305_fetta.bmp,Texture,Texture leggermente granulosa.,Il formaggio presenta una texture leggermente granulosa.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2b_305_fetta.bmp,Texture,"Texture morbido pastoso, umidità media e granuli mediamente alti.","Il formaggio presenta una texture morbido pastoso, umidità media e granuli mediamente alti."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2b_305_fetta.bmp,Texture,Texture pastosa.,Il formaggio presenta una texture pastosa.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2b_305_fetta.bmp,Texture,Texture morbida che impasta la bocca.,Il formaggio presenta una texture morbida che impasta la bocca.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2b_305_fetta.bmp,Texture,"Texture morbida, umida, con cristalli.","Il formaggio presenta una texture morbida, umida, con cristalli."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5b_326_grana.bmp,Texture,"Texture granulosa, solubile, umidità giusta e leggermente sabbiosa in chiusura.","Il formaggio presenta una texture granulosa, solubile, umidità giusta e leggermente sabbiosa in chiusura."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5b_326_grana.bmp,Texture,Texture pastosa.,Il formaggio presenta una texture pastosa.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5b_326_grana.bmp,Texture,"Texture asciutta, che impasta la bocca e lascia residuo.","Il formaggio presenta una texture asciutta, che impasta la bocca e lascia residuo."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5b_326_grana.bmp,Texture,Texture pastosa e adesiva.,Il formaggio presenta una texture pastosa e adesiva.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5b_326_grana.bmp,Texture,Texture umida e adesiva.,Il formaggio presenta una texture umida e adesiva.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5b_326_grana.bmp,Texture,Texture asciutta con pochi granuli.,Il formaggio presenta una texture asciutta con pochi granuli.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5b_326_grana.bmp,Texture,"Texture poco friabile, leggermente plastica e morbida.","Il formaggio presenta una texture poco friabile, leggermente plastica e morbida."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5b_326_grana.bmp,Texture,"Texture dura, asciutta, con cristalli ben percepibili e poco solubile.","Il formaggio presenta una texture dura, asciutta, con cristalli ben percepibili e poco solubile."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1a_302_fetta.bmp,Texture,"Texture umida, poco granulosa e poco solubile.","Il formaggio presenta una texture umida, poco granulosa e poco solubile."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1a_302_fetta.bmp,Texture,"Texture poco solubile, leggermente sabbioso in alcune zone.","Il formaggio presenta una texture poco solubile, leggermente sabbioso in alcune zone."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1a_302_fetta.bmp,Texture,"Texture morbida, poco granulosa, che impasta la bocca, poco solubile, con sensazione farinosa.","Il formaggio presenta una texture morbida, poco granulosa, che impasta la bocca, poco solubile, con sensazione farinosa."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1a_302_fetta.bmp,Texture,Texture adesiva.,Il formaggio presenta una texture adesiva.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1a_302_fetta.bmp,Texture,Texture mediamente morbida e leggermente asciutta.,Il formaggio presenta una texture mediamente morbida e leggermente asciutta.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1a_302_fetta.bmp,Texture,Texture morbida con cristalli presenti.,Il formaggio presenta una texture morbida con cristalli presenti.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1a_302_fetta.bmp,Texture,Texture pressoché assente.,Il formaggio presenta una texture pressoché assente.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1a_302_fetta.bmp,Texture,"Texture umida, troppo morbida e fondente, senza struttura.","Il formaggio presenta una texture umida, troppo morbida e fondente, senza struttura."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1a_302_fetta.bmp,Texture,"Texture abbastanza dura, grana fine, asciutta, con pochi cristalli e solubile.","Il formaggio presenta una texture abbastanza dura, grana fine, asciutta, con pochi cristalli e solubile."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1b_302_fetta.bmp,Texture,"Texture umida, poco granulosa e poco solubile.","Il formaggio presenta una texture umida, poco granulosa e poco solubile."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1b_302_fetta.bmp,Texture,"Texture poco solubile, leggermente sabbioso in alcune zone.","Il formaggio presenta una texture poco solubile, leggermente sabbioso in alcune zone."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1b_302_fetta.bmp,Texture,"Texture morbida, poco granulosa, che impasta la bocca, poco solubile, con sensazione farinosa.","Il formaggio presenta una texture morbida, poco granulosa, che impasta la bocca, poco solubile, con sensazione farinosa."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1b_302_fetta.bmp,Texture,Texture adesiva.,Il formaggio presenta una texture adesiva.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1b_302_fetta.bmp,Texture,Texture mediamente morbida e leggermente asciutta.,Il formaggio presenta una texture mediamente morbida e leggermente asciutta.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1b_302_fetta.bmp,Texture,Texture morbida con cristalli presenti.,Il formaggio presenta una texture morbida con cristalli presenti.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1b_302_fetta.bmp,Texture,Texture pressoché assente.,Il formaggio presenta una texture pressoché assente.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1b_302_fetta.bmp,Texture,"Texture umida, troppo morbida e fondente, senza struttura.","Il formaggio presenta una texture umida, troppo morbida e fondente, senza struttura."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P1b_302_fetta.bmp,Texture,"Texture abbastanza dura, grana fine, asciutta, con pochi cristalli e solubile.","Il formaggio presenta una texture abbastanza dura, grana fine, asciutta, con pochi cristalli e solubile."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2a_305_fetta.bmp,Texture,"Texture umida, poco granulosa e poco solubile.","Il formaggio presenta una texture umida, poco granulosa e poco solubile."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2a_305_fetta.bmp,Texture,Texture con pochissimi granuli di tirosina.,Il formaggio presenta una texture con pochissimi granuli di tirosina.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2a_305_fetta.bmp,Texture,Texture morbida con poca grana.,Il formaggio presenta una texture morbida con poca grana.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2a_305_fetta.bmp,Texture,Texture leggermente granulosa.,Il formaggio presenta una texture leggermente granulosa.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2a_305_fetta.bmp,Texture,"Texture morbido pastoso, umidità media e granuli mediamente alti.","Il formaggio presenta una texture morbido pastoso, umidità media e granuli mediamente alti."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2a_305_fetta.bmp,Texture,Texture pastosa.,Il formaggio presenta una texture pastosa.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2a_305_fetta.bmp,Texture,Texture morbida che impasta la bocca.,Il formaggio presenta una texture morbida che impasta la bocca.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P2a_305_fetta.bmp,Texture,"Texture morbida, umida, con cristalli.","Il formaggio presenta una texture morbida, umida, con cristalli."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5a_326_grana.bmp,Texture,"Texture granulosa, solubile, umidità giusta e leggermente sabbiosa in chiusura.","Il formaggio presenta una texture granulosa, solubile, umidità giusta e leggermente sabbiosa in chiusura."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5a_326_grana.bmp,Texture,Texture pastosa.,Il formaggio presenta una texture pastosa.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5a_326_grana.bmp,Texture,"Texture asciutta, che impasta la bocca e lascia residuo.","Il formaggio presenta una texture asciutta, che impasta la bocca e lascia residuo."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5a_326_grana.bmp,Texture,Texture pastosa e adesiva.,Il formaggio presenta una texture pastosa e adesiva.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5a_326_grana.bmp,Texture,Texture umida e adesiva.,Il formaggio presenta una texture umida e adesiva.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5a_326_grana.bmp,Texture,Texture asciutta con pochi granuli.,Il formaggio presenta una texture asciutta con pochi granuli.
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5a_326_grana.bmp,Texture,"Texture poco friabile, leggermente plastica e morbida.","Il formaggio presenta una texture poco friabile, leggermente plastica e morbida."
data/images_flat/2018-2019_Trentingrana__2018-10-03__P5a_326_grana.bmp,Texture,"Texture dura, asciutta, con cristalli ben percepibili e poco solubile.","Il formaggio presenta una texture dura, asciutta, con cristalli ben percepibili e poco solubile."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_fetta.bmp,Texture,"Texture con granuli di tirosina a intensità medio-alta, alta solubilità e media friabilità.","Il formaggio presenta una texture con granuli di tirosina a intensità medio-alta, alta solubilità e media friabilità."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_fetta.bmp,Texture,"Texture morbido asciutto, granuloso con cristalli evidenti.","Il formaggio presenta una texture morbido asciutto, granuloso con cristalli evidenti."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_fetta.bmp,Texture,"Texture friabile e fine, con consistenza finale sabbiosa-farinosa, non asciutta.","Il formaggio presenta una texture friabile e fine, con consistenza finale sabbiosa-farinosa, non asciutta."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_fetta.bmp,Texture,"Texture con cristalli presenti ma non abbondanti, buona friabilità e scarsa solubilità.","Il formaggio presenta una texture con cristalli presenti ma non abbondanti, buona friabilità e scarsa solubilità."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_fetta.bmp,Texture,Texture leggermente molle e cedevole.,Il formaggio presenta una texture leggermente molle e cedevole.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_fetta.bmp,Texture,"Texture friabile, granulosa, abbastanza solubile e con cristalli percepibili.","Il formaggio presenta una texture friabile, granulosa, abbastanza solubile e con cristalli percepibili."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_fetta.bmp,Texture,Texture con tirosina molto presente e buona solubilità.,Il formaggio presenta una texture con tirosina molto presente e buona solubilità.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_fetta.bmp,Texture,"Texture friabile, abbastanza solubile e granulosa.","Il formaggio presenta una texture friabile, abbastanza solubile e granulosa."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_fetta.bmp,Texture,"Texture con molti cristalli, squilibrio tra umidità e pastosità.","Il formaggio presenta una texture con molti cristalli, squilibrio tra umidità e pastosità."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3a_306_fetta.bmp,Texture,Texture con pochi cristalli grossi e leggermente sabbioso.,Il formaggio presenta una texture con pochi cristalli grossi e leggermente sabbioso.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_fetta.bmp,Texture,Texture friabile con solubilità medio-alta e granuli di tirosina di media intensità.,Il formaggio presenta una texture friabile con solubilità medio-alta e granuli di tirosina di media intensità.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_fetta.bmp,Texture,"Texture granulosa e asciutta, con qualche cristallo, tende ad impastare alla fine e non sciogliesi.","Il formaggio presenta una texture granulosa e asciutta, con qualche cristallo, tende ad impastare alla fine e non sciogliesi."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_fetta.bmp,Texture,"Texture friabile con cristalli grossi, microstruttura fine e finale deliquescente e farinoso.","Il formaggio presenta una texture friabile con cristalli grossi, microstruttura fine e finale deliquescente e farinoso."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_fetta.bmp,Texture,"Texture secca, con molti cristalli e buona solubilità.","Il formaggio presenta una texture secca, con molti cristalli e buona solubilità."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_fetta.bmp,Texture,"Texture dura, granulosa, con cristalli percepibili, leggermente asciutta e solubile.","Il formaggio presenta una texture dura, granulosa, con cristalli percepibili, leggermente asciutta e solubile."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_fetta.bmp,Texture,Texture con tirosina abbondante e adesiva.,Il formaggio presenta una texture con tirosina abbondante e adesiva.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_fetta.bmp,Texture,Texture poco solubile.,Il formaggio presenta una texture poco solubile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_fetta.bmp,Texture,"Texture pastosa con cristalli presenti, umidità giusta e buona solubilità.","Il formaggio presenta una texture pastosa con cristalli presenti, umidità giusta e buona solubilità."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_fetta.bmp,Texture,"Texture con cristalli percettibili, grana leggera e morbido pastoso.","Il formaggio presenta una texture con cristalli percettibili, grana leggera e morbido pastoso."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4b_314_fetta.bmp,Texture,Texture con molti cristalli e frammenti insolubili.,Il formaggio presenta una texture con molti cristalli e frammenti insolubili.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_grana.bmp,Texture,"Texture mediamente friabile, molto solubile, senza granuli di tirosina.","Il formaggio presenta una texture mediamente friabile, molto solubile, senza granuli di tirosina."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_grana.bmp,Texture,"Texture asciutta, granulosa, con qualche cristallo e poco solubile.","Il formaggio presenta una texture asciutta, granulosa, con qualche cristallo e poco solubile."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_grana.bmp,Texture,"Texture morbida, quasi molle.","Il formaggio presenta una texture morbida, quasi molle."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_grana.bmp,Texture,Texture friabile.,Il formaggio presenta una texture friabile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_grana.bmp,Texture,Texture granulosa ma poco solubile.,Il formaggio presenta una texture granulosa ma poco solubile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_grana.bmp,Texture,"Texture molle, con poca consistenza e che si sfalda.","Il formaggio presenta una texture molle, con poca consistenza e che si sfalda."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_grana.bmp,Texture,Texture granulosa in bocca.,Il formaggio presenta una texture granulosa in bocca.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_grana.bmp,Texture,"Texture deformabile e adesiva, poco solubile, non omogenea nei diversi punti della sezione.","Il formaggio presenta una texture deformabile e adesiva, poco solubile, non omogenea nei diversi punti della sezione."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_grana.bmp,Texture,Texture pastosa con pochi cristalli e poco umida.,Il formaggio presenta una texture pastosa con pochi cristalli e poco umida.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_grana.bmp,Texture,Texture molto tenera.,Il formaggio presenta una texture molto tenera.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5a_323_grana.bmp,Texture,Texture sabbiosa.,Il formaggio presenta una texture sabbiosa.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Texture,Texture poco friabile con granuli di tirosina scarsi.,Il formaggio presenta una texture poco friabile con granuli di tirosina scarsi.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Texture,"Texture morbida con qualche cristallo, tende a impastare e lascia residuo farinoso.","Il formaggio presenta una texture morbida con qualche cristallo, tende a impastare e lascia residuo farinoso."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Texture,"Texture morbida e friabile con microstruttura di discreta finezza, cristalli presenti e finale leggermente impastato in bocca.","Il formaggio presenta una texture morbida e friabile con microstruttura di discreta finezza, cristalli presenti e finale leggermente impastato in bocca."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Texture,"Texture molto morbida, priva di microstruttura e cristalli.","Il formaggio presenta una texture molto morbida, priva di microstruttura e cristalli."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Texture,Texture leggermente pastosa.,Il formaggio presenta una texture leggermente pastosa.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Texture,"Texture pastosa e compatta, non granulosa, asciutta e priva di cristalli percepibili.","Il formaggio presenta una texture pastosa e compatta, non granulosa, asciutta e priva di cristalli percepibili."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Texture,Texture pastosa ma abbastanza solubile.,Il formaggio presenta una texture pastosa ma abbastanza solubile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Texture,"Texture compatta, poco friabile e deformabile.","Il formaggio presenta una texture compatta, poco friabile e deformabile."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Texture,"Texture asciutta, poco solubile, con pochi cristalli.","Il formaggio presenta una texture asciutta, poco solubile, con pochi cristalli."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Texture,"Texture che si impasta in bocca, con assenza di grana.","Il formaggio ha una texture che si impasta in bocca, con assenza di grana."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6b_326_fetta.bmp,Texture,Texture sabbioso finissimo.,Il formaggio presenta una texture sabbioso finissimo.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Texture,Texture poco friabile con granuli di tirosina scarsi.,Il formaggio presenta una texture poco friabile con granuli di tirosina scarsi.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Texture,"Texture morbida con qualche cristallo, tende a impastare e lascia residuo farinoso.","Il formaggio presenta una texture morbida con qualche cristallo, tende a impastare e lascia residuo farinoso."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Texture,"Texture morbida e friabile con microstruttura di discreta finezza, cristalli presenti e finale leggermente impastato in bocca.","Il formaggio presenta una texture morbida e friabile con microstruttura di discreta finezza, cristalli presenti e finale leggermente impastato in bocca."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Texture,"Texture molto morbida, priva di microstruttura e cristalli.","Il formaggio presenta una texture molto morbida, priva di microstruttura e cristalli."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Texture,Texture leggermente pastosa.,Il formaggio presenta una texture leggermente pastosa.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Texture,"Texture pastosa e compatta, non granulosa, asciutta e priva di cristalli percepibili.","Il formaggio presenta una texture pastosa e compatta, non granulosa, asciutta e priva di cristalli percepibili."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Texture,Texture pastosa ma abbastanza solubile.,Il formaggio presenta una texture pastosa ma abbastanza solubile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Texture,"Texture compatta, poco friabile e deformabile.","Il formaggio presenta una texture compatta, poco friabile e deformabile."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Texture,"Texture asciutta, poco solubile, con pochi cristalli.","Il formaggio presenta una texture asciutta, poco solubile, con pochi cristalli."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Texture,"Texture che si impasta in bocca, con assenza di grana.","Il formaggio ha una texture che si impasta in bocca, con assenza di grana."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_fetta.bmp,Texture,Texture sabbioso finissimo.,Il formaggio presenta una texture sabbioso finissimo.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Texture,"Texture mediamente friabile, molto solubile, senza granuli di tirosina.","Il formaggio presenta una texture mediamente friabile, molto solubile, senza granuli di tirosina."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Texture,"Texture asciutta, granulosa, con qualche cristallo e poco solubile.","Il formaggio presenta una texture asciutta, granulosa, con qualche cristallo e poco solubile."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Texture,"Texture morbida, quasi molle.","Il formaggio presenta una texture morbida, quasi molle."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Texture,Texture friabile.,Il formaggio presenta una texture friabile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Texture,Texture granulosa ma poco solubile.,Il formaggio presenta una texture granulosa ma poco solubile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Texture,"Texture molle, con poca consistenza e che si sfalda.","Il formaggio presenta una texture molle, con poca consistenza e che si sfalda."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Texture,Texture granulosa in bocca.,Il formaggio presenta una texture granulosa in bocca.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Texture,"Texture deformabile e adesiva, poco solubile, non omogenea nei diversi punti della sezione.","Il formaggio presenta una texture deformabile e adesiva, poco solubile, non omogenea nei diversi punti della sezione."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Texture,Texture pastosa con pochi cristalli e poco umida.,Il formaggio presenta una texture pastosa con pochi cristalli e poco umida.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Texture,Texture molto tenera.,Il formaggio presenta una texture molto tenera.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P5b_323_grana.bmp,Texture,Texture sabbiosa.,Il formaggio presenta una texture sabbiosa.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Texture,"Texture con granuli di tirosina a intensità medio-alta, alta solubilità e media friabilità.","Il formaggio presenta una texture con granuli di tirosina a intensità medio-alta, alta solubilità e media friabilità."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Texture,"Texture morbido asciutto, granuloso con cristalli evidenti.","Il formaggio presenta una texture morbido asciutto, granuloso con cristalli evidenti."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Texture,"Texture friabile e fine, con consistenza finale sabbiosa-farinosa, non asciutta.","Il formaggio presenta una texture friabile e fine, con consistenza finale sabbiosa-farinosa, non asciutta."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Texture,"Texture con cristalli presenti ma non abbondanti, buona friabilità e scarsa solubilità.","Il formaggio presenta una texture con cristalli presenti ma non abbondanti, buona friabilità e scarsa solubilità."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Texture,Texture leggermente molle e cedevole.,Il formaggio presenta una texture leggermente molle e cedevole.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Texture,"Texture friabile, granulosa, abbastanza solubile e con cristalli percepibili.","Il formaggio presenta una texture friabile, granulosa, abbastanza solubile e con cristalli percepibili."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Texture,Texture con tirosina molto presente e buona solubilità.,Il formaggio presenta una texture con tirosina molto presente e buona solubilità.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Texture,"Texture friabile, abbastanza solubile e granulosa.","Il formaggio presenta una texture friabile, abbastanza solubile e granulosa."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Texture,"Texture con molti cristalli, squilibrio tra umidità e pastosità.","Il formaggio presenta una texture con molti cristalli, squilibrio tra umidità e pastosità."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P3b_306_fetta.bmp,Texture,Texture con pochi cristalli grossi e leggermente sabbioso.,Il formaggio presenta una texture con pochi cristalli grossi e leggermente sabbioso.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Texture,Texture friabile con solubilità medio-alta e granuli di tirosina di media intensità.,Il formaggio presenta una texture friabile con solubilità medio-alta e granuli di tirosina di media intensità.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Texture,"Texture granulosa e asciutta, con qualche cristallo, tende ad impastare alla fine e non sciogliesi.","Il formaggio presenta una texture granulosa e asciutta, con qualche cristallo, tende ad impastare alla fine e non sciogliesi."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Texture,"Texture friabile con cristalli grossi, microstruttura fine e finale deliquescente e farinoso.","Il formaggio presenta una texture friabile con cristalli grossi, microstruttura fine e finale deliquescente e farinoso."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Texture,"Texture secca, con molti cristalli e buona solubilità.","Il formaggio presenta una texture secca, con molti cristalli e buona solubilità."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Texture,"Texture dura, granulosa, con cristalli percepibili, leggermente asciutta e solubile.","Il formaggio presenta una texture dura, granulosa, con cristalli percepibili, leggermente asciutta e solubile."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Texture,Texture con tirosina abbondante e adesiva.,Il formaggio presenta una texture con tirosina abbondante e adesiva.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P4a_314_fetta.bmp,Texture,Texture poco solubile.,Il formaggio presenta una texture poco solubile.
