image_path,attribute,caption,caption_sentence
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Texture,"Texture asciutta, poco solubile, con pochi cristalli.","Il formaggio presenta una texture asciutta, poco solubile, con pochi cristalli."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Texture,"Texture che si impasta in bocca, con assenza di grana.","Il formaggio ha una texture che si impasta in bocca, con assenza di grana."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Texture,Texture sabbioso finissimo.,Il formaggio presenta una texture sabbioso finissimo.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Spessore della Crosta,"Crosta con spessore medio, sottile.","La crosta del formaggio presenta spessore medio, sottile."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Spessore della Crosta,Crosta molto sottile e disomogenea fra i due piatti.,La crosta del formaggio è molto sottile e disomogenea fra i due piatti.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Spessore della Crosta,Crosta sottile tendente a zone di spessore diverso.,La crosta del formaggio è sottile tendente a zone di spessore diverso.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Struttura della Pasta,Pasta stirata.,La pasta del formaggio è stirata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Struttura della Pasta,Pasta stirata.,La pasta del formaggio è stirata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Struttura della Pasta,Pasta tipo sbrinz.,La pasta del formaggio è di tipo sbrinz.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Struttura della Pasta,Pasta stirata.,La pasta del formaggio è stirata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Struttura della Pasta,"Pasta a grana molto fine, con buona frammentazione e scaglie grosse, striature presenti.","La pasta del formaggio è a grana molto fine, con buona frammentazione e scaglie grosse, striature presenti."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Struttura della Pasta,Pasta tendente allo stirato.,La pasta del formaggio è tendente allo stirato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Struttura della Pasta,"Pasta compatta e stirata, senza grana.","La pasta del formaggio è compatta e stirata, senza grana."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Struttura della Pasta,"Pasta con grana media brutta, sfogliature e microocchiature centrali, tendente a sfogliare.","La pasta del formaggio presenta grana media brutta, sfogliature e microocchiature centrali, tendente a sfogliare."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Struttura della Pasta,Pasta stirata con qualche microocchiatura.,La pasta del formaggio è stirata con qualche microocchiatura.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Struttura della Pasta,Pasta leggermente stirata con microocchiatura presente.,La pasta del formaggio è leggermente stirata con microocchiatura presente.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Struttura della Pasta,Pasta stirata con occhiatura poco formata.,La pasta del formaggio è stirata con occhiatura poco formata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Struttura della Pasta,Pasta con frattura regolare e grana fine.,La pasta del formaggio presenta frattura regolare e grana fine.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Colore della Pasta,Pasta di colore carico al centro con leggera colorazione rosata.,La pasta del formaggio è di colore carico al centro con leggera colorazione rosata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Colore della Pasta,Pasta con fascia più chiara sotto la zona piatta.,La pasta del formaggio presenta fascia più chiara sotto la zona piatta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Colore della Pasta,Pasta di colore omogeneo ma carico.,La pasta del formaggio è di colore omogeneo ma carico.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Colore della Pasta,Pasta di colore omogeneo.,La pasta del formaggio è di colore omogeneo.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Colore della Pasta,Pasta di colore giallo chiaro.,La pasta del formaggio è di colore giallo chiaro.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Colore della Pasta,Pasta di colore chiaro e omogeneo.,La pasta del formaggio è di colore chiaro e omogeneo.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Colore della Pasta,Pasta di colore giallo chiaro con leggera tendenza al grigio-verde.,La pasta del formaggio è di colore giallo chiaro con leggera tendenza al grigio-verde.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Colore della Pasta,Pasta di colore giallo poco carico con zone rosa.,La pasta del formaggio è di colore giallo poco carico con zone rosa.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Colore della Pasta,Pasta con sfumature di colore diverse da una zona all'altra.,La pasta del formaggio presenta sfumature di colore diverse da una zona all'altra.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Colore della Pasta,Pasta tendente al giallo chiaro.,La pasta del formaggio è tendente al giallo chiaro.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P6a_326_grana.bmp,Colore della Pasta,Pasta di colore paglierino chiaro con leggera nota grigiastra.,La pasta del formaggio è di colore paglierino chiaro con leggera nota grigiastra.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Profumo,Profumo da formaggio fresco.,Il formaggio ha un profumo da formaggio fresco.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Profumo,Profumo leggermente ossidato con note di crosta.,Il formaggio ha un profumo leggermente ossidato con note di crosta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Profumo,Profumo leggero di panna.,Il formaggio ha un profumo leggero di panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Profumo,Profumo di panna e burro.,Il formaggio ha un profumo di panna e burro.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Profumo,Profumo di cipolla e burro fresco leggermente pronunciato.,Il formaggio ha un profumo di cipolla e burro fresco leggermente pronunciato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Profumo,Profumo fruttato di burro fuso e latte cotto con nota tostata finale.,Il formaggio ha un profumo fruttato di burro fuso e latte cotto con nota tostata finale.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Profumo,Profumo di frutta secca a intensità moderata.,Il formaggio ha un profumo di frutta secca a intensità moderata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Profumo,Profumo di note vegetali e lattiche fresche.,Il formaggio ha un profumo di note vegetali e lattiche fresche.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Profumo,"Profumo di burro cotto, panna leggera e tostato, con intensità buona.","Il formaggio ha un profumo di burro cotto, panna leggera e tostato, con intensità buona."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Profumo,"Profumo di grana, kiwi, nocciola e tostato.","Il formaggio ha un profumo di grana, kiwi, nocciola e tostato."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Profumo,Profumo di latte e brodo animale.,Il formaggio ha un profumo di latte e brodo animale.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Sapore,Sapore salato e leggermente piccante.,Il formaggio ha un sapore salato e leggermente piccante.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Sapore,"Sapore salato, piccante e non equilibrato.","Il formaggio ha un sapore salato, piccante e non equilibrato."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Sapore,Sapore salato e piccante.,Il formaggio ha un sapore salato e piccante.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Sapore,Sapore amaro.,Il formaggio ha un sapore amaro.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Sapore,Sapore piccante.,Il formaggio ha un sapore piccante.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Sapore,Sapore equilibrato e leggermente piccante.,Il formaggio ha un sapore equilibrato e leggermente piccante.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Sapore,Sapore con elevata sapidità e piccantezza.,Il formaggio ha un sapore con elevata sapidità e piccantezza.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Sapore,Sapore leggermente piccante e poco salato.,Il formaggio ha un sapore leggermente piccante e poco salato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Sapore,Sapore pungente per il sale.,Il formaggio ha un sapore pungente per il sale.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Sapore,Sapore equilibrato con punte dolciastre.,Il formaggio ha un sapore equilibrato con punte dolciastre.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Sapore,"Sapore acido, leggermente piccante e salato.","Il formaggio ha un sapore acido, leggermente piccante e salato."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma leggero sentore di cotto e piacevole.,Il formaggio ha un aroma leggero sentore di cotto e piacevole.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma non da grana stagionato.,Il formaggio ha un aroma non da grana stagionato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma di formaggio cotto e crosta.,Il formaggio ha un aroma di formaggio cotto e crosta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma di panna.,Il formaggio ha un aroma di panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma di crosta e pasta bruciata.,Il formaggio ha un aroma di crosta e pasta bruciata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma di verdura cotta e latte cotto.,Il formaggio ha un aroma di verdura cotta e latte cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma di fieno cotto e fruttato.,Il formaggio ha un aroma di fieno cotto e fruttato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma con note lattiche prevalenti.,Il formaggio ha un aroma con note lattiche prevalenti.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Aroma,Aroma medio di burro e frutta.,Il formaggio ha un aroma medio di burro e frutta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Texture,"Texture granulosa, con cristalli piccoli, poco solubile e che impasta la bocca.","Il formaggio presenta una texture granulosa, con cristalli piccoli, poco solubile e che impasta la bocca."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Texture,"Texture morbida, umida, poco friabile, con cristalli presenti anche di buone dimensioni.","Il formaggio presenta una texture morbida, umida, poco friabile, con cristalli presenti anche di buone dimensioni."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Texture,Texture pastosa con assenza di cristalli.,Il formaggio presenta una texture pastosa con assenza di cristalli.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Texture,Texture piuttosto morbida con poca microstruttura.,Il formaggio presenta una texture piuttosto morbida con poca microstruttura.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Texture,"Texture pastosa, poco granulosa, asciutta, con pochi cristalli.","Il formaggio presenta una texture pastosa, poco granulosa, asciutta, con pochi cristalli."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Texture,Texture mediamente solubile.,Il formaggio presenta una texture mediamente solubile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Texture,Texture mediamente umida e solubile.,Il formaggio presenta una texture mediamente umida e solubile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Texture,Texture leggermente asciutta.,Il formaggio presenta una texture leggermente asciutta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Texture,Texture senza grana.,Il formaggio presenta una texture senza grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Texture,"Texture con pochi cristalli abbastanza grossi, bocca pulita.","Il formaggio presenta una texture con pochi cristalli abbastanza grossi, bocca pulita."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Spessore della Crosta,Crosta regolare.,La crosta del formaggio è regolare.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Spessore della Crosta,Crosta di spessore medio.,La crosta del formaggio è di spessore medio.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Spessore della Crosta,Crosta mediamente spessa.,La crosta del formaggio è mediamente spessa.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Spessore della Crosta,Crosta sottile.,La crosta del formaggio è sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta stirata con leggera microocchiatura.,La pasta del formaggio è stirata con leggera microocchiatura.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta stirata ma non uniforme.,La pasta del formaggio è stirata ma non uniforme.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Struttura della Pasta,"Pasta con bella frattura, microocchiatura rada e fine nella porzione centrale, disomogenea per stiratura al centro e tendente a sfogliare.","La pasta del formaggio presenta bella frattura, microocchiatura rada e fine nella porzione centrale, disomogenea per stiratura al centro e tendente a sfogliare."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta liscia con frammentazione regolare e presenza di molte scaglie.,La pasta del formaggio è liscia con frammentazione regolare e presenza di molte scaglie.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta con zone leggermente stirate e qualche microocchiatura.,La pasta del formaggio presenta zone leggermente stirate e qualche microocchiatura.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Struttura della Pasta,"Pasta con frattura regolare, grana grandiosa, piccola zona stirata e leggera microocchiatura.","La pasta del formaggio presenta frattura regolare, grana grandiosa, piccola zona stirata e leggera microocchiatura."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Struttura della Pasta,"Pasta sfogliata e stirata leggermente al centro, con microocchiature centrali.","La pasta del formaggio è sfogliata e stirata leggermente al centro, con microocchiature centrali."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta con grana poco sviluppata.,La pasta del formaggio presenta grana poco sviluppata.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta con alcune aree stirate e frattura media.,La pasta del formaggio presenta alcune aree stirate e frattura media.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Struttura della Pasta,"Pasta stirata al centro, grana leggera e occhiatura sparsa.","La pasta del formaggio è stirata al centro, grana leggera e occhiatura sparsa."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Struttura della Pasta,Pasta a frattura regolare.,La pasta del formaggio è a frattura regolare.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Colore della Pasta,Pasta con alone centrale.,La pasta del formaggio presenta alone centrale.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Colore della Pasta,Pasta di colore giallo carico con fascia sottocrostale più chiara.,La pasta del formaggio è di colore giallo carico con fascia sottocrostale più chiara.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Colore della Pasta,"Pasta più chiara sui tre quarti, con centro saturo.","La pasta del formaggio è più chiara sui tre quarti, con centro saturo."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Colore della Pasta,Pasta di colore giallo chiaro con alone centrale.,La pasta del formaggio è di colore giallo chiaro con alone centrale.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Colore della Pasta,Pasta più scura al centro.,La pasta del formaggio è più scura al centro.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Colore della Pasta,Pasta di colore giallo chiaro con piccolo alone più carico al centro.,La pasta del formaggio è di colore giallo chiaro con piccolo alone più carico al centro.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Colore della Pasta,"Pasta con alcune zone grigiastre, zona molto chiara e parte interna più scura.","La pasta del formaggio presenta alcune zone grigiastre, zona molto chiara e parte interna più scura."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Colore della Pasta,Pasta di colore carico con alone.,La pasta del formaggio è di colore carico con alone.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Colore della Pasta,"Pasta tendente al giallo meno carico, omogenea con poche zone nocciola verso la crosta.","La pasta del formaggio è tendente al giallo meno carico, omogenea con poche zone nocciola verso la crosta."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Colore della Pasta,Pasta con alone centrale scuro.,La pasta del formaggio presenta alone centrale scuro.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P2b_305_fetta.bmp,Colore della Pasta,Pasta di colore paglierino carico con alone più scuro al centro.,La pasta del formaggio è di colore paglierino carico con alone più scuro al centro.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Profumo,Profumo equilibrato e piacevole.,Il formaggio ha un profumo equilibrato e piacevole.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Profumo,Profumo di crosta cotta con note di verdura lessa.,Il formaggio ha un profumo di crosta cotta con note di verdura lessa.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Profumo,Profumo di latte e brodo vegetale.,Il formaggio ha un profumo di latte e brodo vegetale.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Profumo,Profumo di latte cotto e cipolla.,Il formaggio ha un profumo di latte cotto e cipolla.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Profumo,"Profumo principalmente di panna e fruttato, seguiti da burro, latte cotto e leggero tostato.","Il formaggio ha un profumo principalmente di panna e fruttato, seguiti da burro, latte cotto e leggero tostato."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Profumo,Profumo di burro fuso con intensità medio-alta.,Il formaggio ha un profumo di burro fuso con intensità medio-alta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Profumo,"Profumo vegetale all'apertura, seguito da note lattiche cotte e lieve sentore affumicato.","Il formaggio ha un profumo vegetale all'apertura, seguito da note lattiche cotte e lieve sentore affumicato."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Profumo,"Profumo di stalla all'apertura, seguito da note di tostato, pane e frutta secca, con intensità più che moderata.","Il formaggio ha un profumo di stalla all'apertura, seguito da note di tostato, pane e frutta secca, con intensità più che moderata."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Profumo,"Profumo di burro, latte, yogurt e note floreali con sentore affumicato.","Il formaggio ha un profumo di burro, latte, yogurt e note floreali con sentore affumicato."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Profumo,Profumo di latte cotto e panna.,Il formaggio ha un profumo di latte cotto e panna.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Sapore,"Sapore saporito, non piccante.","Il formaggio ha un sapore saporito, non piccante."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Sapore,"Sapore dolce poco equilibrato, salato e leggermente piccante.","Il formaggio ha un sapore dolce poco equilibrato, salato e leggermente piccante."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Sapore,Sapore leggermente salato e poco piccante.,Il formaggio ha un sapore leggermente salato e poco piccante.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Sapore,Sapore salato e leggermente piccante.,Il formaggio ha un sapore salato e leggermente piccante.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Sapore,Sapore umami molto presente e non equilibrato.,Il formaggio ha un sapore umami molto presente e non equilibrato.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Sapore,Sapore piccante e sapido con dolcezza finale.,Il formaggio ha un sapore piccante e sapido con dolcezza finale.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Sapore,Sapore dolce di intensità medio-alta e leggermente piccante.,Il formaggio ha un sapore dolce di intensità medio-alta e leggermente piccante.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Sapore,Sapore con un poco d'amaro immediato e leggera piccantezza.,Il formaggio ha un sapore con un poco d'amaro immediato e leggera piccantezza.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Sapore,Sapore molto salato con persistenza leggera.,Il formaggio ha un sapore molto salato con persistenza leggera.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Sapore,Sapore equilibrato con note dolci e finale amarognolo.,Il formaggio ha un sapore equilibrato con note dolci e finale amarognolo.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Sapore,"Sapore dolce e salato, leggermente piccante in finale.","Il formaggio ha un sapore dolce e salato, leggermente piccante in finale."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Aroma,Aroma di cotto e crosta leggermente percettibile.,Il formaggio ha un aroma di cotto e crosta leggermente percettibile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Aroma,Aroma di panna con sentore nostrano e poco tipico del grana.,Il formaggio ha un aroma di panna con sentore nostrano e poco tipico del grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Aroma,Aroma di crosta di formaggio.,Il formaggio ha un aroma di crosta di formaggio.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Aroma,Aroma di pesce.,Il formaggio ha un aroma di pesce.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Aroma,Aroma principalmente di burro e lattico cotto.,Il formaggio ha un aroma principalmente di burro e lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Aroma,Aroma di panna cotta e burro fuso con intensità medio-alta.,Il formaggio ha un aroma di panna cotta e burro fuso con intensità medio-alta.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Aroma,Aroma lattico cotto.,Il formaggio ha un aroma lattico cotto.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Aroma,Aroma di burro e grana.,Il formaggio ha un aroma di burro e grana.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Texture,"Texture poco friabile, molto solubile, con scarsi cristalli di tirosina.","Il formaggio presenta una texture poco friabile, molto solubile, con scarsi cristalli di tirosina."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Texture,Texture granulosa con cristalli poco solubile.,Il formaggio presenta una texture granulosa con cristalli poco solubile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Texture,"Texture troppo morbida, microstruttura media, poco friabile, cristalli scarsi.","Il formaggio presenta una texture troppo morbida, microstruttura media, poco friabile, cristalli scarsi."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Texture,Texture pastosa con pochi cristalli.,Il formaggio presenta una texture pastosa con pochi cristalli.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Texture,Texture con cristalli e buona solubilità.,Il formaggio presenta una texture con cristalli e buona solubilità.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Texture,"Texture compatta e poco granulare, abbastanza dura e asciutta, con pochi cristalli.","Il formaggio presenta una texture compatta e poco granulare, abbastanza dura e asciutta, con pochi cristalli."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Texture,"Texture con tirosina presente, abbastanza solubile.","Il formaggio presenta una texture con tirosina presente, abbastanza solubile."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Texture,"Texture con microstruttura ottima, cristalli presenti, pastosità e umidità mediamente equilibrate.","Il formaggio presenta una texture con microstruttura ottima, cristalli presenti, pastosità e umidità mediamente equilibrate."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Texture,Texture pastosa.,Il formaggio presenta una texture pastosa.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Texture,Texture con bocca poco pulita e frammenti insolubili.,Il formaggio presenta una texture con bocca poco pulita e frammenti insolubili.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Spessore della Crosta,"Crosta con parte piatta e scalzo sfumati, spigoli accentuati e spessore sottile.","La crosta del formaggio presenta parte piatta e scalzo sfumati, spigoli accentuati e spessore sottile."
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Spessore della Crosta,Crosta sui piatti a tratti estremamente sottile.,La crosta del formaggio è sui piatti a tratti estremamente sottile.
data/images_flat/2018-2019_Trentingrana__2019-02-06__P1a_302_fetta.bmp,Spessore della Crosta,Crosta molto sottile.,La crosta del formaggio è molto sottile.
